customer_id,age,gender,income,employment_type,loan_amount,tenure_months,existing_loans,dependents,default
100547,59,M,1120834,salaried,240861,18,1,4,1
100548,21,M,665693,salaried,683619,18,0,0,1
100549,23,M,689570,salaried,769005,6,4,3,1
100550,33,F,389017,salaried,301666,18,3,1,1
100551,48,F,564994,salaried,319670,12,3,1,1
100552,45,F,1091768,salaried,678151,48,1,0,0
100553,53,M,602891,salaried,249121,18,1,1,1
100554,58,M,615982,salaried,385510,6,4,3,0
100555,26,F,591416,salaried,502333,6,1,0,1
100556,52,F,423146,salaried,106096,12,2,4,1
100557,41,M,988574,self_employed,713270,6,2,0,1
100558,36,M,730595,salaried,100248,60,2,0,1
100559,41,M,929383,salaried,255728,24,2,4,0
100560,31,M,462229,self_employed,129888,60,4,3,0
100561,57,F,708516,salaried,256354,48,3,2,1
100562,56,M,885036,salaried,290346,48,2,2,1
100563,55,F,717760,salaried,668821,48,1,4,0
100564,39,M,985869,self_employed,91954,36,2,3,1
100565,40,M,1116920,self_employed,401863,18,4,1,1
100566,38,F,996143,salaried,714164,24,1,4,1
100567,34,F,227175,self_employed,798065,18,2,2,1
100568,35,M,738595,salaried,312739,24,3,3,1
100569,51,F,1064634,salaried,341736,18,1,0,1
100570,21,M,245028,salaried,614931,12,1,3,1
100571,23,F,641450,salaried,304793,60,3,3,0
100572,36,M,275149,self_employed,374809,6,1,2,1
100573,43,F,903704,salaried,318116,6,2,2,0
100574,31,M,313834,salaried,328026,60,1,1,0
100575,32,M,420403,self_employed,771754,12,2,1,1
100576,30,F,1065207,salaried,514271,24,3,4,1
100577,52,F,467013,salaried,729129,60,0,0,0
100578,36,M,1063320,salaried,599308,36,3,1,1
100579,28,M,1007342,self_employed,414765,24,2,2,0
100580,58,M,435711,self_employed,94912,6,4,3,0
100581,32,F,771424,salaried,62879,36,3,4,1
100582,44,F,725919,self_employed,608086,18,4,1,1
100583,48,F,159885,salaried,682079,36,4,3,1
100584,28,M,1002746,self_employed,533042,24,2,3,1
100585,48,F,572381,salaried,751433,12,2,1,0
100586,56,M,1126433,salaried,387935,18,0,0,1
100587,46,M,610244,self_employed,537947,24,1,0,1
100588,28,F,724100,salaried,708210,18,3,4,1
100589,48,F,855860,salaried,209472,36,2,0,1
100590,48,F,194900,salaried,680698,6,3,4,1
100591,57,F,551067,student,699443,24,4,2,1
100592,56,F,952720,salaried,204607,12,1,1,1
100593,47,F,610796,salaried,780896,60,0,3,1
100594,37,M,945600,salaried,518255,36,3,4,1
100595,29,M,1154001,salaried,302712,24,1,0,1
100596,53,F,462023,salaried,54055,12,0,4,0
100597,40,F,1179127,self_employed,350314,24,3,4,1
100598,33,M,641862,student,279016,36,1,0,0
100599,48,M,905111,salaried,340395,24,2,0,1
100600,49,M,373563,salaried,710284,18,3,1,1
100601,33,M,287653,salaried,98037,36,1,3,0
100602,55,F,260155,salaried,142115,24,0,1,1
100603,26,M,483997,self_employed,522032,60,1,1,1
100604,38,F,238668,salaried,532870,6,2,0,1
100605,25,M,887685,salaried,120400,24,3,0,0
100606,45,M,819927,self_employed,673813,18,3,3,1
100607,22,M,1129448,salaried,413308,12,3,4,1
100608,30,F,703091,salaried,273457,60,2,1,1
100609,50,F,823590,salaried,798462,12,0,3,0
100610,25,F,823222,self_employed,191774,60,3,1,1
100611,53,M,1098763,self_employed,65385,12,0,4,1
100612,21,M,1154949,salaried,610309,6,1,1,1
100613,38,M,705083,student,558670,18,0,2,1
100614,52,M,420914,salaried,167369,36,0,3,1
100615,31,F,512455,salaried,794990,12,3,0,1
100616,41,F,429713,salaried,623399,60,4,1,1
100617,46,F,1184586,salaried,139402,18,4,3,1
100618,45,M,1153429,salaried,694062,24,2,3,1
100619,42,M,714485,salaried,303724,6,2,1,1
100620,47,M,307584,salaried,789945,18,4,0,1
100621,33,M,1074220,salaried,277600,18,1,0,0
100622,53,F,441077,salaried,754397,36,3,1,1
100623,54,F,1174729,self_employed,523319,18,3,3,1
100624,55,M,809738,salaried,699983,36,1,0,1
100625,21,M,524226,salaried,184585,6,1,1,1
100626,41,F,611552,salaried,718695,6,4,1,1
100627,26,F,223869,salaried,749500,24,2,1,1
100628,48,F,1019807,self_employed,154126,36,1,3,1
100629,37,M,868675,salaried,785733,36,2,0,0
100630,25,M,352416,salaried,651946,12,0,3,1
100631,51,F,728533,self_employed,215912,12,3,2,0
100632,25,F,717344,salaried,681121,24,4,0,1
100633,58,M,925024,salaried,168637,6,3,3,1
100634,23,F,580634,salaried,667508,48,4,0,1
100635,43,F,899971,self_employed,76393,12,0,2,0
100636,57,M,646507,salaried,631768,18,3,4,1
100637,57,M,1181008,salaried,529551,6,0,1,0
100638,30,M,415972,salaried,714467,48,4,3,1
100639,30,M,286554,salaried,571397,18,1,2,1
100640,39,F,635757,salaried,143650,60,3,2,1
100641,37,M,332024,salaried,568196,36,0,0,1
100642,41,F,917524,salaried,102066,6,3,0,1
100643,34,F,445767,self_employed,423994,60,3,1,1
100644,29,M,185634,self_employed,66138,24,3,0,1
100645,21,M,526742,salaried,168558,36,2,3,1
100646,33,F,461478,self_employed,308480,36,0,3,0
100647,24,F,1005080,salaried,487743,18,0,3,1
100648,21,F,696495,salaried,321334,60,3,4,1
100649,52,M,623866,salaried,128422,36,1,3,1
100650,54,M,755842,self_employed,761058,12,3,0,1
100651,48,F,757564,self_employed,656603,6,2,0,1
100652,51,F,1127022,salaried,79086,12,4,3,1
100653,28,M,858140,self_employed,175604,18,2,2,1
100654,59,F,342512,salaried,169324,48,1,2,1
100655,46,M,1111703,self_employed,526785,18,3,2,1
100656,54,F,341420,student,790970,6,0,1,1
100657,23,F,860644,salaried,441065,36,3,4,1
100658,32,M,407324,self_employed,53435,60,1,3,1
100659,21,F,869449,salaried,210014,60,0,1,1
100660,25,M,1017780,salaried,764995,24,2,2,1
100661,50,M,580599,salaried,472275,18,4,3,1
100662,50,M,525960,salaried,762917,6,4,1,1
100663,37,M,884042,self_employed,425601,24,3,0,1
100664,43,M,797341,self_employed,476042,36,2,2,1
100665,35,F,284832,salaried,342441,48,1,1,1
100666,57,F,217411,self_employed,618178,18,4,0,1
100667,41,M,435521,student,333466,48,2,2,1
100668,34,F,1137073,salaried,610027,6,3,4,1
100669,22,F,363981,student,452935,48,0,2,1
100670,31,F,415888,salaried,653841,48,3,4,0
100671,59,F,930926,self_employed,58314,6,3,4,0
100672,58,M,437139,salaried,668119,6,2,4,1
100673,54,M,708830,salaried,419802,18,4,3,0
100674,58,F,160651,salaried,691462,48,2,3,1
100675,54,M,1015363,salaried,196429,24,0,4,1
100676,38,M,1038544,salaried,279937,6,2,0,0
100677,50,M,587625,salaried,594653,36,1,4,1
100678,35,M,483569,salaried,351173,48,3,1,1
100679,47,M,646574,self_employed,313881,6,4,4,1
100680,54,M,579852,salaried,443186,24,0,3,1
100681,58,M,594865,salaried,779992,60,3,3,0
100682,53,F,405948,salaried,659762,18,2,1,1
100683,44,F,1011069,salaried,390362,48,1,1,1
100684,35,M,1006626,self_employed,208571,60,2,2,0
100685,50,M,1013349,self_employed,291474,6,3,0,1
100686,37,M,214200,salaried,178692,6,0,0,0
100687,25,M,256022,salaried,751517,36,4,0,1
100688,49,M,851979,self_employed,440555,36,3,3,0
100689,24,M,930741,salaried,222106,48,0,0,1
100690,30,F,620529,self_employed,50294,60,3,2,1
100691,37,M,1036364,salaried,148185,60,1,2,1
100692,30,M,311445,self_employed,108382,6,2,0,0
100693,37,M,374605,salaried,350242,48,4,1,0
100694,40,F,353047,salaried,578943,6,0,2,1
100695,44,F,959217,student,657317,36,4,1,0
100696,25,F,399768,salaried,358372,24,4,3,1
100697,54,F,834029,salaried,53771,12,4,2,1
100698,26,M,660370,salaried,386243,12,0,1,1
100699,22,M,676570,salaried,695099,6,0,0,1
100700,33,F,839984,salaried,370580,60,4,3,1
100701,31,M,370972,salaried,157779,36,2,4,1
100702,43,F,358944,salaried,699179,18,3,4,1
100703,36,F,1142382,salaried,535319,18,4,0,1
100704,51,F,878342,self_employed,606664,12,1,3,1
100705,31,M,157461,salaried,530674,24,4,3,1
100706,36,F,946948,salaried,127924,12,0,3,0
100707,28,M,622501,self_employed,603620,6,3,3,1
100708,24,M,1196161,salaried,443145,24,1,4,0
100709,24,M,533395,salaried,621025,18,3,1,1
100710,45,F,644178,salaried,443056,60,3,3,1
100711,23,M,381496,salaried,139031,36,1,1,1
100712,52,M,842148,salaried,517186,36,4,3,1
100713,23,M,710315,salaried,233024,6,4,2,1
100714,47,F,1029979,salaried,333135,12,4,2,1
100715,49,F,323921,salaried,77472,6,2,2,1
100716,52,F,823218,salaried,109946,36,4,3,1
100717,39,M,753291,salaried,548782,18,1,1,1
100718,41,M,857755,salaried,313685,36,2,4,1
100719,25,F,714046,self_employed,703525,24,4,0,1
100720,38,M,466456,salaried,52765,60,2,4,0
100721,48,F,1184262,salaried,355218,60,1,3,0
100722,42,F,232279,salaried,414939,48,4,2,1
100723,41,M,165434,salaried,734643,36,0,2,1
100724,26,M,869407,salaried,675675,36,1,1,1
100725,21,F,590991,salaried,543377,60,3,3,0
100726,25,M,487913,self_employed,723166,48,3,4,1
100727,32,M,478821,salaried,723616,24,1,3,1
100728,46,F,233555,student,416047,12,3,3,1
100729,54,M,326806,salaried,568790,36,1,2,1
100730,34,F,583819,salaried,199725,60,0,4,1
100731,46,M,1149430,salaried,677867,6,1,0,1
100732,47,F,218803,salaried,529885,36,4,2,1
100733,29,M,957744,salaried,89339,6,4,4,1
100734,46,M,898736,salaried,468973,24,2,1,1
100735,42,F,849539,salaried,354543,36,3,2,0
100736,50,F,395404,self_employed,457922,60,3,1,1
100737,37,M,792249,self_employed,602197,24,1,2,1
100738,46,M,167297,salaried,568993,24,3,3,1
100739,56,F,938443,salaried,762932,12,4,4,1
100740,21,M,718302,salaried,529095,36,0,1,1
100741,28,F,1079242,salaried,207541,6,1,2,1
100742,55,F,933152,salaried,182385,6,3,1,1
100743,35,F,947552,salaried,451063,36,4,2,1
100744,42,M,661603,salaried,191002,48,2,2,1
100745,34,M,765863,salaried,53285,12,3,0,1
100746,46,F,1193659,student,435781,12,0,0,1
100747,48,M,657365,self_employed,610151,12,0,0,1
100748,43,M,1172788,self_employed,197776,6,3,1,1
100749,34,M,978791,salaried,705915,24,3,3,1
100750,44,M,510890,salaried,595611,60,4,2,1
100751,22,M,899122,salaried,383112,48,3,4,1
100752,46,M,795194,salaried,103915,12,2,0,1
100753,34,F,351260,salaried,421687,6,4,1,1
100754,27,M,927881,self_employed,715979,6,1,1,1
100755,23,M,983525,salaried,253462,24,2,1,1
100756,43,M,526794,salaried,557553,36,4,4,1
100757,38,F,1086197,salaried,516389,36,4,4,1
100758,58,M,533100,salaried,423410,60,0,0,1
100759,55,F,265598,salaried,490924,60,4,4,1
100760,35,F,400100,salaried,702329,12,2,0,1
100761,45,M,932877,salaried,103019,60,3,4,0
100762,57,M,858521,salaried,257226,12,2,4,0
100763,48,M,926676,student,283169,48,1,4,1
100764,30,F,283241,salaried,581661,60,4,0,1
100765,59,F,158036,self_employed,740641,24,4,2,1
100766,37,F,1095238,salaried,594475,12,4,0,1
100767,59,M,1133825,salaried,672215,24,4,2,1
100768,42,F,352747,salaried,396229,6,0,1,1
100769,46,M,693088,salaried,167996,12,0,1,1
100770,45,M,1000350,salaried,613508,6,3,0,1
100771,37,F,1082477,self_employed,442647,18,4,2,1
100772,33,F,905600,self_employed,565971,24,1,2,1
100773,40,M,317647,salaried,581930,18,3,2,1
100774,45,M,386527,salaried,129971,12,4,1,1
100775,24,M,585477,self_employed,629844,6,0,0,1
100776,30,M,702004,salaried,476976,12,1,3,1
100777,23,M,152352,salaried,567473,18,3,2,1
100778,38,F,283004,salaried,447597,12,1,2,1
100779,56,F,1012881,self_employed,462774,48,4,3,1
100780,42,F,936261,student,342926,36,2,0,1
100781,54,F,810858,salaried,316926,18,1,2,1
100782,28,M,881478,self_employed,796777,12,1,0,1
100783,39,F,200098,self_employed,235784,6,0,2,1
100784,57,F,1131890,salaried,286836,12,4,4,1
100785,26,M,524313,salaried,538161,6,1,2,1
100786,46,F,814929,salaried,200534,36,4,4,1
100787,54,M,397199,student,773879,12,0,0,1
100788,26,F,276060,salaried,236278,60,4,2,1
100789,57,F,280544,self_employed,147469,60,0,1,1
100790,53,M,674628,salaried,621238,36,0,1,1
100791,42,F,849309,self_employed,445739,18,3,3,1
100792,41,M,756590,salaried,504142,6,4,1,1
100793,26,F,1129947,salaried,190749,60,2,4,1
100794,26,M,897028,self_employed,781188,48,3,1,1
100795,24,M,617243,self_employed,196161,18,0,1,1
100796,50,M,674426,self_employed,447797,6,2,1,1
100797,31,F,543574,salaried,455123,36,1,2,1
100798,50,M,618466,self_employed,448825,60,1,3,1
100799,51,F,1021808,salaried,756513,24,3,0,1
100800,44,M,306951,salaried,487359,12,2,3,1
100801,29,F,1017964,salaried,72936,36,4,4,1
100802,23,F,992210,salaried,551477,6,2,2,1
100803,51,M,712060,salaried,280596,6,3,2,1
100804,57,M,701050,student,669330,6,4,1,0
100805,56,F,844780,salaried,227129,6,4,1,1
100806,44,F,992000,self_employed,717897,12,1,4,1
100807,51,F,1021522,salaried,596707,18,2,2,1
100808,26,M,993601,salaried,780351,48,4,0,1
100809,22,M,749253,salaried,695499,24,3,3,1
100810,40,F,327912,self_employed,434906,12,1,2,1
100811,48,M,325767,self_employed,255671,6,4,0,1
100812,31,M,386281,self_employed,575122,12,2,0,1
100813,24,M,234754,student,344358,36,1,3,1
100814,35,F,752276,salaried,798294,48,2,0,0
100815,26,F,657732,salaried,304870,6,2,4,1
100816,50,M,300023,self_employed,543244,24,2,0,1
100817,58,M,230388,salaried,576701,6,1,4,1
100818,22,M,389779,salaried,583793,48,4,0,1
100819,35,M,1028453,salaried,183177,24,0,1,1
100820,31,M,1054850,salaried,249176,48,4,0,1
100821,28,F,356846,salaried,440447,24,1,4,1
100822,46,M,844335,salaried,550850,18,0,0,1
100823,25,M,1185354,salaried,164897,60,0,0,1
100824,26,F,938140,salaried,108408,18,0,0,1
100825,46,M,176086,salaried,218751,12,3,4,1
100826,24,F,681972,salaried,166908,12,1,0,1
100827,39,M,544423,self_employed,295993,24,3,3,0
100828,40,M,740381,salaried,280168,6,0,3,1
100829,53,F,985083,salaried,654019,60,3,4,1
100830,40,F,1039497,self_employed,555421,36,3,1,1
100831,32,M,280351,salaried,167798,36,1,3,1
100832,21,F,188635,salaried,691142,6,2,2,1
100833,46,F,1123619,self_employed,287902,6,3,3,1
100834,34,M,1145909,salaried,370847,18,3,2,1
100835,58,M,1014950,self_employed,524650,36,0,4,1
100836,57,F,1040083,self_employed,113079,24,0,1,1
100837,31,M,747093,salaried,595865,48,0,2,1
100838,56,F,571280,salaried,360258,12,4,2,1
100839,33,F,1059245,salaried,532450,48,3,3,1
100840,23,F,491207,salaried,566379,18,0,2,1
100841,53,M,343226,salaried,738340,36,1,4,1
100842,26,M,742632,salaried,117194,60,4,4,1
100843,30,F,710881,salaried,521022,6,2,4,1
100844,25,M,710592,salaried,162333,60,3,3,0
100845,43,M,564299,salaried,612080,60,3,1,1
100846,30,M,434334,salaried,95807,36,1,3,1
100847,22,M,571614,salaried,567513,24,2,4,1
100848,33,F,275438,self_employed,437410,18,2,3,1
100849,22,M,1172892,salaried,710501,6,4,4,1
100850,40,F,944448,salaried,559698,48,3,0,1
100851,21,M,414528,self_employed,678580,24,0,0,1
100852,57,F,558288,salaried,697272,48,1,2,1
100853,29,M,252239,salaried,588065,12,1,1,1
100854,37,F,785719,salaried,88346,18,1,0,1
100855,29,F,854293,salaried,669265,24,1,4,1
100856,31,M,958258,salaried,359963,24,0,3,1
100857,35,F,480170,salaried,184917,48,0,3,1
100858,44,M,271668,salaried,597578,6,4,2,1
100859,58,F,916988,self_employed,424695,12,3,3,0
100860,55,F,698333,salaried,473915,48,0,0,1
100861,50,F,331948,salaried,225324,24,4,3,1
100862,51,F,635662,self_employed,708653,18,2,0,1
100863,25,M,764390,salaried,693784,24,3,0,1
100864,34,M,464063,self_employed,553150,36,0,1,1
100865,31,M,399877,salaried,555180,18,2,2,1
100866,29,M,1103692,self_employed,459824,18,4,4,1
100867,54,F,367770,salaried,440857,24,0,0,1
100868,32,M,792613,self_employed,247345,6,0,2,1
100869,55,F,827673,self_employed,652294,18,2,4,1
100870,55,M,1094447,salaried,268980,36,0,3,1
100871,21,M,490093,salaried,524869,48,1,2,1
100872,42,F,1172145,salaried,326923,6,0,2,0
100873,49,M,755730,salaried,494256,6,3,2,1
100874,28,F,468766,salaried,499541,6,2,3,1
100875,31,M,422647,salaried,559163,18,3,3,1
100876,57,F,234761,salaried,689724,6,4,2,1
100877,34,M,948022,salaried,717538,24,3,1,1
100878,50,M,816246,salaried,463151,6,1,0,1
100879,55,F,1080370,salaried,728387,36,1,3,0
100880,41,F,478768,salaried,501069,12,3,1,1
100881,57,M,838152,salaried,117359,36,4,3,1
100882,25,M,552980,salaried,253460,18,0,2,1
100883,39,M,1188336,salaried,327255,6,1,1,1
100884,34,M,931198,salaried,213384,6,3,4,0
100885,46,F,192727,salaried,336305,24,3,0,1
100886,24,F,490615,salaried,180466,48,3,0,1
100887,45,M,791211,self_employed,379457,6,0,3,1
100888,45,M,584376,salaried,231446,60,2,0,1
100889,38,F,161390,salaried,467230,36,4,4,1
100890,28,M,781040,self_employed,654596,18,2,1,1
100891,59,F,1087635,self_employed,461377,12,4,1,1
100892,34,M,1119831,self_employed,682088,6,4,2,1
100893,52,F,899078,salaried,450706,12,3,1,1
100894,58,M,171281,salaried,431691,6,1,3,1
100895,53,F,204189,self_employed,74502,18,3,4,0
100896,43,M,412093,salaried,85757,48,0,2,1
100897,35,M,512462,salaried,672561,36,4,3,1
100898,53,F,544597,self_employed,632933,18,1,3,1
100899,45,M,956242,self_employed,371199,12,4,3,1
100900,37,M,829682,self_employed,169815,6,4,0,0
100901,53,M,707243,student,734266,12,3,3,0
100902,22,M,160207,self_employed,413170,36,1,0,1
100903,34,F,368401,salaried,382336,60,1,1,1
100904,59,F,1135132,self_employed,231549,18,4,0,1
100905,26,M,309292,salaried,217973,12,1,3,1
100906,26,F,646762,salaried,796631,12,1,4,1
100907,23,M,613937,self_employed,102021,36,3,4,0
100908,27,F,1017239,salaried,79092,60,2,1,0
100909,28,M,745600,salaried,418987,6,0,3,1
100910,35,F,734054,salaried,707191,60,2,0,1
100911,49,M,501977,self_employed,362865,12,1,4,0
100912,53,M,337771,salaried,340655,36,4,2,1
100913,50,M,387199,self_employed,122782,6,0,3,1
100914,59,M,1148757,salaried,414206,60,0,3,1
100915,47,F,910129,self_employed,363651,60,4,2,1
100916,56,M,785329,self_employed,698565,60,0,4,1
100917,49,F,790473,salaried,704287,48,4,2,1
100918,58,M,327164,salaried,257580,6,0,1,1
100919,53,F,901518,salaried,674416,60,2,0,1
100920,57,F,663313,student,322827,48,0,0,1
100921,47,F,1192726,salaried,597952,18,3,4,1
100922,53,F,298694,self_employed,676652,36,4,2,1
100923,24,F,273853,salaried,214244,60,0,3,1
100924,42,M,385062,self_employed,526857,6,4,3,1
100925,22,F,383077,self_employed,114340,48,3,3,1
100926,30,M,1037516,self_employed,661524,48,0,1,1
100927,25,M,804224,student,61017,18,0,1,0
100928,30,M,303245,salaried,604636,24,3,3,1
100929,53,F,604418,salaried,459664,36,3,4,1
100930,58,M,428710,self_employed,321635,24,3,1,1
100931,33,M,812550,self_employed,259720,6,4,1,1
100932,51,M,1156111,salaried,171070,36,3,0,1
100933,56,F,712621,salaried,312512,18,4,0,1
100934,44,M,763859,salaried,85010,6,2,4,1
100935,35,M,150159,salaried,610139,36,0,1,1
100936,49,M,1148413,salaried,697049,36,0,1,1
100937,28,F,517003,salaried,736296,24,1,2,1
100938,25,F,795822,self_employed,653146,6,2,4,0
100939,49,F,486907,salaried,641293,18,3,4,1
100940,24,F,637030,salaried,87493,18,3,2,1
100941,32,M,555453,salaried,775155,6,2,2,1
100942,22,F,821009,salaried,741750,6,3,0,1
100943,47,M,318785,self_employed,584580,48,1,4,1
100944,51,M,354535,self_employed,733725,12,4,4,1
100945,56,M,850769,salaried,573238,24,0,2,1
100946,56,F,329838,self_employed,151735,6,2,3,1
100947,46,F,720442,self_employed,597200,6,0,3,1
100948,47,M,419160,self_employed,130771,12,4,0,1
100949,25,F,622779,salaried,761932,12,2,3,1
100950,40,M,591904,student,681581,36,4,3,1
100951,31,M,1026110,salaried,149083,60,3,3,1
100952,30,M,1048488,salaried,687943,18,3,1,1
100953,58,F,728526,salaried,671747,24,3,0,1
100954,26,F,470752,salaried,448750,36,4,2,1
100955,28,M,987393,salaried,797365,6,4,3,1
100956,43,F,1112261,salaried,282682,12,4,1,1
100957,46,M,1090240,salaried,478886,48,0,3,0
100958,32,F,964422,self_employed,279171,18,4,1,1
100959,46,F,884983,self_employed,423839,36,3,0,1
100960,33,M,316277,salaried,217558,48,1,3,1
100961,38,F,1188660,self_employed,346412,18,4,1,1
100962,45,F,230811,self_employed,157338,60,1,4,1
100963,53,M,929128,self_employed,524551,60,3,4,1
100964,32,F,991535,salaried,338480,48,4,1,1
100965,56,M,1109131,self_employed,137132,12,0,3,0
100966,24,M,384104,self_employed,345103,36,0,3,1
100967,25,M,352346,self_employed,194378,36,1,0,1
100968,57,M,334456,salaried,227254,60,0,0,1
100969,28,F,286643,salaried,648411,18,0,2,1
100970,48,F,634146,salaried,499542,48,0,0,1
100971,51,F,1110652,salaried,595786,12,3,3,1
100972,29,M,241218,salaried,644486,6,0,2,1
100973,49,M,1057211,salaried,550585,36,2,0,1
100974,34,M,182441,self_employed,77197,6,4,1,0
100975,42,M,844489,self_employed,726079,12,0,4,1
100976,31,F,905612,salaried,158775,60,0,0,1
100977,43,F,194760,student,735388,36,0,0,1
100978,21,M,1197159,salaried,161030,36,2,1,1
100979,57,F,435622,self_employed,366790,48,0,3,0
100980,41,F,817540,self_employed,451752,6,0,1,1
100981,46,M,248538,self_employed,691687,60,4,0,1
100982,56,F,966228,self_employed,106747,48,2,3,1
100983,43,M,1125776,salaried,95712,24,2,2,1
100984,21,M,661511,self_employed,449489,6,0,0,0
100985,35,M,1035258,salaried,383964,6,2,1,1
100986,41,M,532736,self_employed,175342,24,1,2,1
100987,29,M,728328,self_employed,665516,12,2,4,1
100988,29,M,1011789,self_employed,386497,12,2,2,1
100989,30,M,517570,salaried,537707,36,2,1,1
100990,46,F,417986,self_employed,142091,18,3,2,0
100991,55,F,606331,salaried,398058,48,3,1,1
100992,45,F,953940,salaried,231902,18,3,0,1
100993,46,M,303077,self_employed,460343,36,2,3,1
100994,31,M,568815,salaried,296222,18,1,4,1
100995,58,M,630808,self_employed,264560,6,2,3,1
100996,22,M,923422,salaried,585827,6,0,3,0
100997,27,F,741343,salaried,752121,24,1,3,1
100998,38,F,780527,self_employed,325478,24,3,1,0
100999,47,F,385469,salaried,471743,36,4,1,1
101000,54,F,941787,salaried,564906,36,1,4,0
101001,47,M,617835,self_employed,632296,60,3,1,1
101002,37,M,450486,salaried,526492,36,1,1,1
101003,44,F,152257,salaried,411462,6,1,1,1
101004,45,M,493567,salaried,469924,18,2,1,1
101005,27,M,441464,self_employed,716220,48,0,0,1
101006,26,M,695096,self_employed,117300,60,4,4,1
101007,44,M,726677,self_employed,441407,60,3,1,1
101008,53,M,638906,salaried,241285,60,1,4,1
101009,49,F,268581,self_employed,426460,36,4,2,1
101010,42,F,488540,self_employed,148971,36,1,0,1
101011,46,M,651590,self_employed,88744,6,0,1,1
101012,48,M,1022328,salaried,428226,48,4,0,1
101013,41,F,765175,self_employed,369586,6,3,0,1
101014,27,M,1163539,self_employed,660278,48,1,2,0
101015,37,M,998923,salaried,419061,6,0,4,1
101016,40,M,628356,salaried,284975,18,4,0,1
101017,40,M,429067,self_employed,577938,36,1,3,1
101018,42,F,466480,salaried,619405,12,1,2,1
101019,48,F,486227,student,98113,12,3,3,1
101020,27,M,314074,self_employed,189861,36,0,2,1
101021,21,M,623314,salaried,82125,60,2,3,1
101022,52,M,438816,salaried,279767,36,1,3,1
101023,33,M,940645,salaried,442144,36,4,0,1
101024,50,F,1167481,self_employed,740778,36,3,0,1
101025,43,F,212507,salaried,228157,60,3,2,1
101026,39,M,283172,self_employed,593056,48,1,4,1
101027,52,F,391225,salaried,755321,18,1,0,1
101028,50,F,343069,salaried,393243,12,1,0,1
101029,49,F,964604,salaried,303807,24,2,1,1
101030,49,M,956564,salaried,733245,12,1,0,0
101031,50,M,646013,student,661709,12,0,4,0
101032,36,F,444025,salaried,766442,60,4,1,1
101033,39,M,887954,salaried,231383,6,1,3,1
101034,38,F,960904,salaried,794854,36,2,3,1
101035,21,F,857173,salaried,248139,36,4,1,1
101036,34,F,905728,salaried,121017,36,3,1,1
101037,22,M,466275,self_employed,595648,6,1,1,1
101038,48,F,829447,salaried,552394,60,4,2,1
101039,50,M,1129114,salaried,664653,18,3,4,1
101040,58,F,1033096,salaried,659756,18,2,4,1
101041,24,M,666835,student,307137,60,0,3,1
101042,21,M,806761,salaried,351075,24,1,3,0
101043,28,F,951625,salaried,105823,18,0,3,1
101044,49,M,588080,self_employed,786786,60,2,0,1
101045,59,M,431755,salaried,68807,18,4,3,1
101046,23,F,849151,salaried,713431,36,4,1,1
101047,52,M,488384,salaried,627701,48,2,3,1
101048,30,F,882763,self_employed,731509,60,2,1,0
101049,30,M,991675,salaried,589828,12,1,2,1
101050,39,F,416010,self_employed,120248,18,3,0,0
101051,54,F,837605,salaried,302515,18,0,0,1
101052,53,M,1065113,salaried,797097,6,0,4,1
101053,43,M,745642,salaried,160494,24,4,2,1
101054,48,F,264397,salaried,659723,48,4,1,1
101055,52,M,398552,self_employed,594075,6,1,2,1
101056,27,M,536721,salaried,333126,36,2,0,1
101057,49,F,573332,salaried,300768,12,0,1,1
101058,28,M,442575,salaried,596894,24,1,2,1
101059,21,M,179336,student,283867,6,4,0,1
101060,23,F,977424,salaried,162223,60,4,1,0
101061,44,M,660470,self_employed,621224,18,0,1,1
101062,43,M,825453,salaried,667574,18,4,0,1
101063,28,M,1100991,salaried,611669,24,4,1,0
101064,57,F,331196,salaried,433609,18,3,0,0
101065,23,F,465014,salaried,463811,60,2,3,0
101066,53,F,826296,salaried,618482,6,4,3,1
101067,48,M,529039,salaried,754737,6,3,1,1
101068,28,M,678714,self_employed,338997,18,1,1,1
101069,54,M,894199,self_employed,385863,18,4,0,1
101070,55,M,964038,self_employed,201733,36,1,1,1
101071,52,F,591048,salaried,573512,12,4,4,1
101072,44,M,702439,salaried,755853,24,0,3,1
101073,34,M,423452,salaried,693012,6,3,1,1
101074,52,M,390853,self_employed,287777,24,3,1,1
101075,36,F,928883,self_employed,217567,36,0,2,1
101076,24,F,326743,salaried,63703,6,2,1,1
101077,57,F,899468,salaried,108453,36,3,4,1
101078,41,F,1043416,salaried,662766,36,1,3,1
101079,34,M,242769,salaried,551738,48,3,2,1
101080,51,M,967563,salaried,237063,18,2,0,1
101081,38,M,777835,salaried,426440,60,1,0,1
101082,27,F,910278,self_employed,288411,48,1,3,0
101083,30,F,1126089,salaried,452932,24,0,0,1
101084,27,M,912371,salaried,621386,60,4,4,0
101085,53,F,292980,student,420579,24,0,1,1
101086,43,F,652367,salaried,101990,18,4,3,0
101087,41,F,486851,salaried,381065,60,0,2,1
101088,39,F,359329,salaried,741898,48,4,1,1
101089,39,F,407354,salaried,674860,24,3,0,1
101090,56,M,461573,salaried,319357,48,1,0,1
101091,49,F,327241,self_employed,174693,18,4,2,0
101092,38,F,288731,salaried,225295,60,3,4,1
101093,22,M,603830,salaried,380515,60,2,2,1
101094,21,F,914265,self_employed,118274,6,0,3,1
101095,25,F,489384,salaried,316278,36,2,2,1
101096,40,M,263688,self_employed,613889,36,3,0,1
