customer_id,credit_score,inquiries_6m,delinquency_12m,utilization_ratio,total_outstanding_amount
100879,695,1,1,0.424,72650
100880,746,1,1,0.0,496353
100881,584,1,0,0.44,353532
100882,632,1,3,0.867,0
100883,722,2,1,0.622,174902
100884,743,2,1,0.402,526617
100885,800,2,0,0.218,553716
100886,636,0,0,0.605,222645
100887,618,2,1,0.477,0
100888,803,5,1,0.297,251234
100889,623,2,0,0.242,698768
100890,718,2,2,0.169,131154
100891,843,2,0,0.425,481848
100892,736,2,1,0.267,553408
100893,738,2,1,0.384,239997
100894,775,4,1,0.536,143958
100895,719,4,1,0.262,525801
100896,739,3,2,0.479,0
100897,654,2,0,0.594,337532
100898,766,1,0,0.429,179294
100899,711,1,2,0.49,622764
100900,569,2,1,0.431,547524
100901,698,3,2,0.353,156861
100902,517,2,0,0.517,78928
100903,733,2,2,0.672,149895
100904,662,2,2,0.521,161712
100905,822,4,0,0.311,162678
100906,716,4,0,0.317,71138
100907,749,4,2,0.324,436818
100908,601,4,0,0.539,218786
100909,731,1,2,0.245,0
100910,631,1,0,0.145,202188
100911,761,0,1,0.444,86454
100912,596,1,0,0.354,182780
100913,688,2,2,0.646,0
100914,593,4,1,0.0,0
100915,689,2,1,0.392,689540
100916,831,2,0,0.269,0
100917,734,4,1,0.512,446044
100918,677,1,2,0.294,0
100919,495,1,2,0.235,387304
100920,639,3,0,0.537,0
100921,715,1,1,0.606,165630
100922,641,2,0,0.33,90380
100923,787,1,0,0.334,0
100924,685,0,0,0.604,784816
100925,760,4,1,0.582,268833
100926,695,1,0,0.556,0
100927,659,2,2,0.269,0
100928,644,0,1,0.218,163617
100929,604,1,1,0.677,224481
100930,762,1,3,0.472,210507
100931,647,0,1,0.202,487984
100932,719,0,4,0.329,244704
100933,640,4,1,0.367,704664
100934,598,1,1,0.329,124190
100935,721,0,4,0.292,0
100936,623,0,0,0.596,0
100937,649,4,1,0.456,193994
100938,586,4,0,0.801,160420
100939,643,2,2,0.607,100131
100940,681,2,3,0.377,413370
100941,658,1,1,0.633,284300
100942,741,1,0,0.421,458616
100943,690,1,2,0.834,37192
100944,900,5,1,0.287,231604
100945,711,0,2,0.441,0
100946,549,5,2,0.23,375838
100947,664,1,1,0.274,0
100948,670,1,1,0.282,224348
100949,633,0,1,0.597,114946
100950,685,1,2,0.392,761804
100951,631,2,2,0.0,151965
100952,704,2,0,0.369,498993
100953,536,0,4,0.155,257769
100954,765,3,2,0.262,263256
100955,561,3,2,0.58,352100
100956,660,3,0,0.081,508044
100957,625,1,0,0.104,0
100958,702,1,1,0.018,784688
100959,666,2,0,0.273,258774
100960,698,0,2,0.012,28947
100961,763,2,0,0.029,744360
100962,737,2,2,0.304,126881
100963,682,1,1,0.413,256383
100964,714,0,0,0.168,170040
100965,827,3,1,0.422,0
100966,740,2,2,0.372,0
100967,657,1,3,0.458,166145
100968,775,1,3,0.142,0
100969,709,1,0,0.747,0
100970,607,0,1,0.122,0
100971,666,3,1,0.225,173538
100972,569,3,1,0.453,0
100973,508,2,3,0.374,224158
100974,608,2,0,0.519,289880
100975,689,1,0,0.288,0
100976,689,6,1,0.105,0
100977,574,1,1,0.045,0
100978,501,3,1,0.706,94510
100979,790,1,1,0.289,0
100980,687,2,0,0.317,0
100981,796,1,0,0.71,777564
100982,792,0,0,0.252,226312
100983,735,2,1,0.355,77382
100984,684,1,0,0.143,0
100985,650,2,1,0.088,322670
100986,733,1,0,0.728,98922
100987,668,3,1,0.731,256330
100988,635,1,1,0.554,91986
100989,522,2,0,0.548,268242
100990,673,3,1,0.501,373611
100991,762,6,0,0.202,96972
100992,774,4,2,0.408,338943
100993,683,2,3,0.249,354468
100994,613,2,1,0.0,90203
100995,747,0,1,0.574,104766
100996,678,2,0,0.461,0
100997,652,4,2,0.087,182331
100998,570,1,1,0.278,599853
100999,837,2,1,0.56,730892
101000,735,1,1,0.376,81080
101001,743,3,1,0.01,283977
101002,615,4,0,0.107,190828
101003,685,1,1,0.721,33755
101004,673,1,1,0.363,399552
101005,738,2,1,0.562,0
101006,781,3,2,0.718,782952
101007,572,1,1,0.258,178983
101008,599,3,0,0.42,97277
101009,728,5,0,0.0,682400
101010,641,4,2,0.229,133693
101011,741,1,1,0.465,0
101012,652,2,1,0.312,699704
101013,586,1,2,0.44,246708
101014,548,2,1,0.536,62494
101015,716,1,1,0.462,0
101016,718,1,1,0.416,787496
101017,752,5,2,0.388,170130
101018,704,1,0,0.236,90084
101019,398,3,1,0.165,541722
101020,717,3,0,0.621,0
101021,570,4,2,0.508,68526
101022,539,7,1,0.192,164178
101023,530,2,3,0.363,413248
101024,523,4,1,0.072,106188
101025,700,2,0,0.254,139365
101026,625,2,1,0.457,134547
101027,566,2,2,0.402,74490
101028,681,1,0,0.373,151720
101029,597,1,3,0.173,151092
101030,753,6,0,0.133,84396
101031,788,2,0,0.54,0
101032,663,1,1,0.689,336808
101033,783,1,2,0.46,135159
101034,783,6,3,0.316,269618
101035,686,4,4,0.595,167316
101036,810,2,0,0.182,369540
101037,633,1,0,0.561,104715
101038,533,2,0,0.231,227936
101039,563,0,0,0.24,459747
101040,629,0,1,0.283,339510
101041,720,5,2,0.33,0
101042,593,0,0,0.533,83276
101043,629,0,5,0.089,0
101044,586,4,0,0.229,310428
101045,631,1,1,0.392,546624
101046,780,2,2,0.462,782776
101047,706,3,0,0.009,217128
101048,636,3,1,0.192,162582
101049,771,2,1,0.0,22472
101050,681,5,4,0.21,302508
101051,690,3,0,0.263,0
101052,765,0,0,0.451,0
101053,654,5,2,0.0,707592
101054,748,2,1,0.481,354584
101055,743,3,0,0.248,99142
101056,669,1,1,0.282,319746
101057,575,2,0,0.544,0
101058,680,0,1,0.619,129530
101059,765,2,0,0.219,469388
101060,741,1,1,0.218,449432
101061,808,2,0,0.279,0
101062,643,3,0,0.217,81032
101063,738,2,0,0.063,631760
101064,604,2,0,0.344,80451
101065,695,1,1,0.218,117024
101066,762,2,0,0.37,203424
101067,747,2,0,0.692,489492
101068,687,4,0,0.329,116636
101069,659,1,1,0.199,602284
101070,605,3,0,0.296,102157
101071,663,1,1,0.376,224492
101072,581,2,0,0.317,0
101073,654,2,1,0.237,63474
101074,544,0,0,0.019,356694
101075,581,1,2,0.477,0
101076,743,3,0,0.171,73572
101077,735,3,1,0.642,332799
101078,658,2,2,0.276,75030
101079,684,1,2,0.247,91482
101080,694,1,2,0.256,92546
101081,714,0,2,0.38,114040
101082,706,1,2,0.177,165832
101083,579,2,1,0.215,0
101084,496,0,0,0.474,363288
101085,603,3,0,0.146,0
101086,668,2,2,0.46,734008
101087,752,4,1,0.515,0
101088,697,1,2,0.484,618496
101089,720,4,0,0.397,238713
101090,612,2,0,0.0,174694
101091,674,1,0,0.108,275316
101092,684,5,1,0.079,468204
101093,623,5,3,0.274,108464
101094,599,2,4,0.356,0
101095,662,2,0,0.112,148068
101096,729,3,3,0.315,178137
101097,612,3,1,0.487,364148
101098,664,2,0,0.15,111736
101099,781,3,1,0.186,139596
101100,641,2,3,0.586,56861
101101,680,0,1,0.165,689228
101102,672,2,4,0.418,0
101103,665,4,0,0.598,618604
101104,805,0,0,0.114,0
101105,702,4,3,0.129,167316
101106,562,0,1,0.304,81824
101107,794,2,0,0.364,191406
101108,700,0,1,0.222,386146
101109,651,1,0,0.744,185413
101110,781,2,1,0.458,491205
101111,621,1,1,0.189,0
101112,808,4,1,0.077,0
101113,686,2,1,0.337,598047
101114,755,0,2,0.438,674848
101115,900,1,0,0.718,505749
101116,693,4,2,0.365,354705
101117,672,6,1,0.301,195726
101118,599,1,0,0.155,412416
101119,670,3,1,0.424,0
101120,602,2,1,0.553,150466
101121,665,0,1,0.0,152121
101122,897,4,2,0.365,123487
101123,688,3,0,0.146,351348
101124,638,0,2,0.078,156996
101125,664,0,0,0.689,134717
101126,649,2,0,0.527,430998
101127,758,3,1,0.229,130601
101128,673,2,2,0.318,187038
101129,800,2,1,0.287,194777
101130,656,1,0,0.125,596588
101131,661,3,1,0.242,136052
101132,612,3,1,0.507,110641
101133,651,1,0,0.237,374740
101134,549,1,1,0.443,332208
101135,520,2,0,0.238,0
101136,726,3,2,0.113,263660
101137,549,2,3,0.589,515848
101138,710,2,2,0.0,37379
101139,642,1,1,0.707,92401
101140,750,4,1,0.55,0
101141,550,1,3,0.387,109416
101142,724,0,1,0.261,461109
101143,704,3,2,0.276,149140
101144,707,0,0,0.39,118567
101145,764,2,1,0.387,574572
101146,685,3,2,0.158,0
101147,496,3,0,0.364,101490
101148,713,3,0,0.402,702672
101149,703,1,1,0.29,190452
101150,661,2,1,0.798,229512
101151,616,2,1,0.323,183088
101152,652,0,0,0.0,25116
101153,789,0,1,0.148,407356
101154,611,2,1,0.491,0
101155,549,2,2,0.206,0
101156,569,3,0,0.151,577986
101157,677,3,0,0.629,449352
101158,805,1,1,0.384,27811
101159,845,2,2,0.23,0
101160,728,1,0,0.0,161653
101161,606,1,0,0.474,81838
101162,614,0,0,0.353,0
101163,745,3,1,0.61,461028
101164,779,2,2,0.131,299344
101165,631,2,1,0.275,605116
101166,786,0,0,0.41,159535
101167,662,3,0,0.601,0
101168,733,2,0,0.402,243544
101169,765,3,1,0.209,65342
101170,568,2,0,0.61,0
101171,713,5,2,0.288,99944
101172,787,3,0,0.386,512632
101173,637,0,2,0.5,538986
101174,600,3,2,0.663,666392
101175,717,2,1,0.424,186003
101176,690,4,0,0.867,146484
101177,655,2,1,0.332,0
101178,679,4,1,0.409,285784
101179,554,4,1,0.226,95715
101180,710,2,1,0.415,296590
101181,799,2,3,0.409,89844
101182,626,3,2,0.559,78687
101183,617,2,0,0.439,313490
101184,692,2,0,0.245,791376
101185,893,3,2,0.401,297720
101186,762,3,1,0.216,0
101187,672,2,1,0.46,0
101188,682,2,0,0.238,0
101189,769,2,1,0.07,89692
101190,611,4,2,0.124,0
101191,725,4,0,0.115,99056
101192,596,3,4,0.244,0
101193,749,2,1,0.181,335612
101194,657,4,2,0.346,711832
101195,695,2,1,0.272,748596
101196,653,2,1,0.453,0
101197,732,6,1,0.427,95352
101198,666,1,1,0.285,0
101199,841,0,1,0.598,0
101200,786,1,1,0.165,477390
101201,582,1,1,0.551,285339
101202,694,2,1,0.381,329418
101203,735,0,3,0.271,53884
101204,645,5,1,0.576,429039
101205,770,4,1,0.461,0
101206,762,3,1,0.135,386518
101207,673,2,1,0.423,569421
101208,753,1,2,0.423,501159
101209,499,2,0,0.551,291978
101210,781,3,0,0.467,0
101211,746,4,2,0.481,178152
101212,598,1,0,0.262,95391
101213,698,0,3,0.308,154112
101214,528,1,0,0.3,0
101215,622,0,1,0.03,687956
101216,762,2,2,0.607,28871
101217,679,2,0,0.126,340250
101218,674,0,0,0.404,206100
101219,683,0,1,0.284,116796
101220,674,0,0,0.302,285174
101221,754,0,0,0.486,100120
101222,633,2,1,0.194,21381
101223,711,3,1,0.441,0
101224,594,2,1,0.443,0
101225,735,2,1,0.195,291784
101226,655,3,0,0.532,215240
101227,676,2,1,0.623,200186
101228,652,3,0,0.755,290740
101229,662,3,2,0.298,319278
101230,604,3,1,0.388,357876
101231,704,2,2,0.4,743132
101232,721,0,0,0.483,406935
101233,580,4,0,0.7,199815
101234,635,1,1,0.447,90772
101235,682,2,1,0.453,129039
101236,635,3,0,0.131,0
101237,663,5,0,0.76,507620
101238,801,1,0,0.255,551679
101239,603,2,1,0.0,330234
101240,506,2,1,0.0,77560
101241,635,3,4,0.415,353244
101242,655,3,5,0.095,329313
101243,643,1,0,0.361,196754
101244,700,4,0,0.051,204852
101245,602,2,1,0.411,160476
101246,591,3,1,0.463,0
101247,629,1,1,0.385,0
101248,630,3,2,0.211,60021
101249,839,1,1,0.526,296892
101250,796,1,0,0.27,126368
101251,554,1,0,0.312,116826
101252,535,4,1,0.248,527358
101253,673,2,1,0.296,143344
101254,823,0,1,0.724,132437
101255,729,1,2,0.349,213114
101256,677,4,2,0.096,189603
101257,645,1,1,0.158,166592
101258,760,1,2,0.295,325647
101259,693,3,1,0.191,206514
101260,809,0,0,0.54,391268
101261,553,1,2,0.067,102024
101262,711,1,0,0.326,80196
101263,637,2,1,0.552,89176
101264,711,2,0,0.224,78122
101265,698,1,0,0.438,227199
101266,718,2,3,0.342,473504
101267,753,1,0,0.344,191076
101268,784,2,0,0.452,301875
101269,826,2,1,0.0,568028
101270,681,4,1,0.591,583032
101271,639,1,0,0.0,578744
101272,588,4,1,0.577,0
101273,712,3,1,0.437,63388
101274,742,3,0,0.445,319416
101275,578,1,2,0.673,484620
101276,765,3,3,0.587,508599
101277,672,2,0,0.513,376248
101278,585,2,0,0.291,278886
101279,616,1,1,0.278,98000
101280,609,1,0,0.518,289797
101281,610,0,1,0.441,66128
101282,722,3,1,0.41,329322
101283,744,3,0,0.339,0
101284,807,3,0,0.268,504273
101285,627,1,1,0.072,303340
101286,705,1,0,0.479,346458
101287,631,1,0,0.314,144762
101288,681,6,3,0.301,37574
101289,568,3,0,0.0,0
101290,595,1,1,0.369,105558
101291,740,4,1,0.077,260996
101292,568,1,1,0.263,727840
101293,726,1,0,0.509,525688
101294,629,2,2,0.363,46025
101295,535,0,0,0.329,159132
101296,489,2,3,0.205,184288
101297,789,0,1,0.24,372788
101298,537,1,1,0.667,483200
101299,675,3,0,0.506,0
101300,706,3,0,0.258,454494
101301,581,2,1,0.329,136473
101302,638,1,3,0.399,0
101303,715,0,2,0.438,491970
101304,701,2,1,0.345,130052
101305,645,1,1,0.0,503706
101306,697,2,1,0.344,783068
101307,672,4,0,0.332,0
101308,607,1,2,0.761,153322
101309,770,4,1,0.888,0
101310,695,0,3,0.478,246342
101311,541,1,0,0.215,90724
101312,719,0,0,0.486,309963
101313,633,1,0,0.01,463437
101314,658,1,2,0.243,59529
101315,680,5,1,0.025,206703
101316,620,1,1,0.46,37427
101317,815,1,1,0.108,597852
101318,568,0,1,0.293,166988
101319,684,3,0,0.341,33555
101320,708,2,1,0.344,0
101321,683,2,3,0.255,173052
101322,665,2,0,0.417,0
101323,651,3,1,0.099,499572
101324,619,1,1,0.698,325812
101325,618,1,1,0.143,257860
101326,766,1,0,0.358,235167
101327,646,3,1,0.475,490752
101328,839,4,0,0.487,0
101329,730,3,0,0.505,465327
101330,479,0,1,0.031,0
101331,746,3,1,0.167,631704
101332,676,3,0,0.377,353610
101333,575,0,1,0.446,108622
101334,777,3,1,0.601,148700
101335,647,4,0,0.247,75195
101336,640,1,1,0.169,48090
101337,708,3,0,0.241,196908
101338,765,2,2,0.802,0
101339,688,1,3,0.65,236496
101340,683,5,1,0.316,377256
101341,627,1,0,0.607,373336
101342,764,0,0,0.236,261912
101343,689,2,4,0.541,0
101344,663,1,0,0.074,0
101345,653,4,2,0.421,21716
101346,757,1,0,0.554,169212
101347,660,1,0,0.285,781584
101348,757,2,0,0.473,186812
101349,644,1,0,0.238,0
101350,734,3,0,0.411,346254
101351,695,5,2,0.254,784820
101352,608,1,0,0.514,182524
101353,673,2,0,0.097,82671
101354,515,3,2,0.147,117304
101355,624,3,2,0.611,296602
101356,561,3,0,0.0,55486
101357,829,2,1,0.222,286228
101358,562,0,0,0.322,60655
101359,873,2,1,0.421,292090
101360,718,3,1,0.254,219276
101361,641,2,0,0.125,0
101362,740,0,2,0.595,267654
101363,631,3,3,0.561,126836
101364,574,4,1,0.274,0
101365,685,1,3,0.0,86188
101366,732,4,0,0.411,298190
101367,775,0,0,0.386,657700
101368,717,3,0,0.217,0
101369,640,3,0,0.0,788100
101370,783,3,1,0.296,737932
101371,767,3,1,0.503,538832
101372,700,2,1,0.533,93792
101373,770,1,0,0.341,738068
101374,843,3,1,0.225,167003
101375,639,1,1,0.497,124118
101376,612,3,1,0.123,67950
101377,637,3,0,0.079,252096
101378,578,3,1,0.332,325328
101379,724,2,0,0.659,0
101380,559,3,1,0.667,0
101381,774,1,1,0.086,388924
101382,629,2,2,0.263,91220
101383,781,1,0,0.837,329058
101384,488,4,1,0.212,272208
101385,651,3,1,0.674,81222
101386,583,4,1,0.545,0
101387,781,4,0,0.588,0
101388,805,4,4,0.261,211916
101389,504,4,2,0.267,394968
101390,744,1,1,0.168,178516
101391,760,0,1,0.51,162781
101392,704,0,1,0.023,0
101393,724,4,0,0.317,167759
101394,718,3,1,0.677,255198
101395,745,0,2,0.469,226160
101396,598,1,1,0.551,38165
101397,770,2,2,0.021,0
101398,695,1,2,0.151,246165
101399,691,1,2,0.587,360532
101400,722,6,1,0.375,578517
101401,584,1,0,0.142,162454
101402,563,2,1,0.475,0
101403,670,0,1,0.243,106123
101404,795,1,0,0.858,173778
101405,591,1,1,0.47,187814
101406,693,2,0,0.165,0
101407,626,1,3,0.526,554760
101408,616,0,2,0.673,117552
101409,717,1,0,0.349,80706
101410,736,3,0,0.196,81294
101411,620,1,2,0.359,49140
101412,784,1,1,0.227,120541
101413,711,3,0,0.298,286920
101414,661,3,2,0.072,148996
101415,706,1,1,0.525,163638
101416,832,0,2,0.12,168076
101417,736,4,0,0.472,314228
101418,627,2,0,0.289,219618
101419,678,1,0,0.395,163577
101420,689,3,1,0.255,229854
101421,729,1,0,0.389,114062
101422,697,1,1,0.437,389718
101423,822,4,4,0.28,331298
101424,662,4,0,0.004,159115
101425,550,1,2,0.417,740808
101426,696,2,1,0.428,338850
101427,646,4,0,0.063,0
101428,567,2,3,0.154,300364
101429,627,2,1,0.28,142784
101430,653,1,0,0.0,0
101431,765,2,0,0.492,0
101432,568,1,0,0.252,70390
101433,706,3,1,0.408,177780
101434,846,4,3,0.138,147520
101435,666,3,2,0.753,503224
101436,664,1,2,0.066,23470
101437,733,0,1,0.25,182715
101438,719,1,1,0.59,453388
101439,786,4,3,0.12,96804
101440,667,1,0,0.368,403452
101441,732,2,1,0.475,0
101442,733,0,0,0.049,227432
101443,654,5,0,0.216,0
101444,671,2,2,0.388,231820
101445,679,1,1,0.441,0
101446,587,3,0,0.186,180600
101447,650,4,1,0.718,84710
101448,792,1,1,0.446,33831
101449,757,1,2,0.505,218714
101450,636,4,0,0.494,277178
101451,678,4,0,0.037,296422
101452,752,1,1,0.327,169188
101453,713,2,0,0.347,0
101454,739,3,2,0.299,189192
101455,720,2,3,0.391,0
101456,696,3,3,0.0,0
101457,667,2,2,0.376,675988
101458,590,8,1,0.289,198018
101459,731,2,0,0.0,350508
101460,663,1,2,0.434,92526
101461,556,1,2,0.114,0
101462,639,0,1,0.274,0
101463,743,0,1,0.299,525594
101464,536,2,1,0.0,0
101465,602,1,0,0.003,0
101466,690,3,1,0.459,25557
101467,785,2,0,0.229,97728
101468,754,1,0,0.271,652312
101469,792,1,2,0.365,724244
101470,695,2,1,0.0,252582
101471,664,4,3,0.268,57788
101472,743,2,1,0.328,336668
101473,612,2,0,0.703,288664
101474,606,1,0,0.166,46887
101475,593,1,2,0.508,0
101476,761,1,1,0.35,546816
101477,617,1,0,0.123,0
101478,755,2,1,0.223,239208
101479,691,2,1,0.523,162078
101480,762,4,1,0.505,191412
101481,597,3,1,0.246,371732
101482,633,4,1,0.419,416451
101483,714,5,1,0.143,181155
101484,647,3,0,0.315,65196
101485,492,2,1,0.264,134164
101486,577,1,0,0.536,616056
101487,596,3,0,0.443,79853
101488,602,2,2,0.215,351252
101489,731,0,1,0.235,58858
101490,705,4,0,0.344,0
101491,692,3,2,0.318,0
101492,830,2,0,0.294,347178
101493,768,0,1,0.28,0
101494,740,1,0,0.626,461940
101495,567,6,2,0.26,195596
101496,684,1,1,0.41,105204
101497,702,3,1,0.835,257103
101498,648,2,2,0.181,98408
101499,807,4,2,0.389,347226
101500,683,0,3,0.399,197076
101501,587,2,0,0.348,344400
101502,605,3,0,0.358,0
101503,851,1,0,0.174,104694
101504,648,0,1,0.422,79043
101505,524,1,0,0.0,708244
101506,635,4,1,0.71,255789
101507,543,2,2,0.693,0
101508,748,1,0,0.284,369972
101509,533,1,0,0.56,278864
101510,574,2,1,0.291,433701
101511,680,1,1,0.352,147320
101512,763,3,2,0.214,537366
101513,674,4,2,0.514,183936
101514,585,2,2,0.234,0
101515,693,2,1,0.507,778996
101516,644,4,0,0.342,79282
101517,764,1,0,0.347,0
101518,744,1,1,0.052,0
101519,639,2,0,0.362,174307
101520,738,1,0,0.121,126998
101521,700,1,3,0.362,180031
101522,782,3,1,0.738,768116
101523,735,5,0,0.072,375132
101524,721,3,1,0.321,0
101525,779,1,0,0.223,105927
101526,681,2,1,0.142,495531
101527,622,6,1,0.192,69813
101528,695,1,3,0.644,282624
101529,653,2,2,0.697,0
101530,725,4,1,0.141,0
101531,684,3,1,0.43,377004
101532,710,2,4,0.166,766620
101533,589,0,0,0.214,168087
101534,718,5,1,0.0,605908
101535,583,0,0,0.776,296048
101536,752,1,1,0.57,618528
101537,752,2,1,0.22,126300
101538,706,2,2,0.407,0
101539,703,4,0,0.27,99459
101540,663,3,2,0.539,252320
101541,634,2,1,0.282,248308
101542,678,2,2,0.311,94026
101543,828,1,1,0.218,0
101544,697,1,0,0.471,0
101545,579,1,2,0.792,86277
101546,551,6,0,0.293,387868
101547,572,0,2,0.291,158253
101548,651,3,0,0.345,364754
101549,774,4,1,0.402,83193
101550,603,3,1,0.29,121225
101551,786,3,0,0.272,0
101552,693,0,2,0.367,495752
101553,716,0,4,0.0,41820
101554,714,2,1,0.241,0
101555,724,2,0,0.0,202023
101556,649,0,0,0.251,430872
101557,504,1,0,0.16,230550
101558,635,0,1,0.475,541386
101559,613,6,0,0.203,336916
101560,703,2,1,0.277,335564
101561,696,5,1,0.0,392415
101562,659,4,0,0.554,310220
101563,811,1,0,0.133,717148
101564,631,4,0,0.253,0
101565,513,4,1,0.506,183971
101566,688,2,0,0.506,388176
101567,769,1,1,0.128,693272
101568,701,2,1,0.455,155448
101569,653,2,2,0.12,347144
101570,698,2,3,0.396,102224
101571,817,4,1,0.193,305454
101572,614,0,0,0.147,0
101573,682,1,2,0.357,614364
101574,730,1,2,0.205,26112
101575,699,2,1,0.754,0
101576,661,3,2,0.226,51294
101577,648,0,2,0.112,458200
101578,658,1,0,0.17,476007
101579,719,1,2,0.347,287188
101580,715,0,1,0.372,545588
101581,837,1,0,0.412,77170
101582,564,2,1,0.532,0
101583,811,1,0,0.016,0
101584,664,2,0,0.541,552612
101585,673,3,0,0.167,287240
101586,744,3,0,0.43,577632
101587,743,2,1,0.694,129889
101588,766,2,2,0.19,559688
101589,783,0,1,0.182,97565
101590,677,1,1,0.145,0
101591,784,1,2,0.282,295845
101592,632,2,1,0.603,100636
101593,657,6,0,0.127,156060
101594,666,1,2,0.251,65271
101595,640,1,2,0.545,366314
101596,684,3,1,0.475,167452
101597,747,4,1,0.25,46098
101598,728,1,0,0.308,591876
101599,634,2,1,0.533,665468
101600,627,2,0,0.666,568881
101601,615,1,2,0.69,137463
101602,686,1,0,0.626,187116
101603,561,0,2,0.216,41833
101604,613,1,2,0.714,295960
101605,645,2,0,0.202,0
101606,759,3,1,0.02,0
101607,670,2,0,0.372,107968
101608,755,5,0,0.645,59498
101609,694,1,1,0.483,514773
101610,644,1,1,0.335,583316
101611,647,1,1,0.408,269504
101612,592,3,0,0.456,137094
101613,860,2,2,0.38,308426
101614,763,0,1,0.291,0
101615,725,2,1,0.202,233756
101616,582,2,2,0.372,147410
101617,646,1,0,0.325,0
101618,606,0,0,0.351,0
101619,689,1,0,0.559,273124
101620,610,3,3,0.3,103320
101621,629,1,0,0.308,71736
101622,612,5,2,0.388,473253
101623,662,2,1,0.875,488382
101624,685,3,0,0.132,101967
101625,664,2,2,0.568,142850
101626,794,0,0,0.29,227103
101627,740,1,0,0.338,526944
101628,621,1,0,0.088,34919
101629,704,3,0,0.726,192378
101630,627,4,1,0.395,401748
101631,650,2,1,0.482,324216
101632,715,3,2,0.05,0
101633,729,0,0,0.222,81998
101634,635,0,0,0.432,274308
101635,597,1,0,0.318,61543
101636,686,2,0,0.439,74560
101637,712,2,0,0.771,173860
101638,632,2,0,0.451,399220
101639,741,2,2,0.26,567056
101640,727,0,1,0.22,0
101641,631,2,3,0.197,172293
101642,764,1,0,0.264,548487
101643,767,0,0,0.273,79115
101644,835,1,2,0.374,797388
101645,808,1,2,0.456,128573
101646,612,0,1,0.437,548692
101647,749,2,1,0.376,128192
101648,745,2,0,0.39,132972
101649,653,2,0,0.857,0
101650,714,2,2,0.206,211815
101651,539,0,3,0.343,682648
101652,537,3,2,0.0,228728
101653,551,0,0,0.273,522504
101654,709,2,1,0.17,114984
101655,712,0,0,0.204,0
101656,659,4,1,0.113,96986
101657,809,0,0,0.08,116111
101658,754,5,1,0.374,230094
101659,560,4,2,0.492,0
101660,667,0,1,0.196,398112
101661,609,0,0,0.0,58202
101662,711,2,2,0.372,0
101663,677,3,1,0.444,211738
101664,613,1,1,0.485,160607
101665,807,1,1,0.146,0
101666,684,2,3,0.229,116037
101667,648,4,0,0.128,134691
101668,661,1,0,0.202,108901
101669,801,1,0,0.192,0
101670,748,0,1,0.248,140640
101671,667,1,3,0.3,157992
101672,605,0,2,0.373,159204
101673,617,1,1,0.181,411220
101674,643,2,4,0.322,153288
101675,718,3,0,0.169,0
101676,736,1,0,0.0,292476
101677,625,4,0,0.458,448364
101678,740,3,0,0.217,164908
101679,611,2,1,0.003,122342
101680,634,1,2,0.462,112238
101681,571,3,1,0.3,509238
101682,569,3,1,0.441,49192
101683,611,2,0,0.434,109764
101684,678,1,1,0.131,298616
101685,605,2,2,0.536,114540
101686,792,2,0,0.0,178298
101687,610,4,2,0.271,32453
101688,693,1,0,0.257,0
101689,779,0,0,0.195,440468
101690,686,7,0,0.595,126124
101691,652,1,0,0.41,178096
101692,691,2,1,0.068,135219
101693,637,1,0,0.097,103686
101694,604,7,0,0.781,332560
101695,725,1,1,0.255,98232
101696,636,4,2,0.191,0
101697,750,0,0,0.581,176730
101698,739,1,0,0.0,634216
101699,692,3,2,0.627,191153
101700,752,5,2,0.19,732384
101701,639,3,2,0.453,0
101702,738,1,1,0.254,706176
101703,738,1,0,0.035,95048
101704,657,3,1,0.386,510351
101705,647,1,0,0.54,94270
101706,704,3,0,0.0,252819
101707,827,2,0,0.119,119968
101708,662,0,0,0.598,141445
101709,646,0,1,0.43,0
101710,768,2,0,0.443,134932
101711,685,3,1,0.536,335328
101712,744,1,1,0.444,462510
101713,790,2,0,0.379,210320
101714,536,1,0,0.573,258636
101715,677,1,2,0.272,0
101716,662,1,0,0.347,191618
101717,607,3,0,0.515,0
101718,536,1,0,0.197,661288
101719,560,4,2,0.635,56382
101720,687,3,0,0.408,0
101721,639,4,1,0.12,201066
101722,619,2,0,0.311,746176
101723,687,1,1,0.073,47786
101724,628,1,2,0.367,0
101725,776,2,1,0.274,753492
101726,633,2,0,0.177,286376
101727,792,2,1,0.0,299234
101728,677,4,0,0.192,265392
101729,631,1,2,0.314,120218
101730,625,2,3,0.276,0
101731,793,1,1,0.066,388524
101732,732,1,2,0.354,461214
101733,623,3,0,0.153,510820
101734,688,1,2,0.534,147026
101735,503,4,1,0.564,537228
101736,580,2,0,0.299,114013
101737,623,0,0,0.665,129932
101738,621,5,1,0.322,72338
101739,770,3,0,0.09,150672
101740,536,2,0,0.587,71810
101741,572,0,1,0.673,342034
101742,713,0,2,0.549,300636
101743,697,4,1,0.197,322302
101744,653,1,1,0.103,554800
101745,833,1,1,0.28,38362
101746,726,1,0,0.845,327982
101747,771,4,1,0.115,171872
101748,676,1,1,0.514,149296
101749,639,6,1,0.331,0
101750,640,3,0,0.539,77026
101751,749,0,2,0.098,71376
101752,737,1,1,0.3,344502
101753,663,3,0,0.17,34156
101754,715,2,1,0.182,252156
101755,752,2,0,0.497,72478
101756,637,2,2,0.126,0
101757,654,1,1,0.408,132056
101758,713,1,1,0.361,280420
101759,545,2,1,0.159,103668
101760,714,1,2,0.202,141400
