application_id,customer_id,age,gender,employment_type,declared_income,loan_amount,loan_tenure_months,loan_purpose,existing_loans,delinquency_count_6m,delinquency_count_12m,last_delinquency_date,created_at
252,100251,45.0,Female,self-employed,1119135,N/A,36,Medical,3.0,6,5,2025-01-15,2025-11-02 14:55:41
253,100252,51.0,female,business,"663,278",567000,48,Medical,3.0,5,6,,2025-11-12 14:55:41
254,100253,31.0,F,job,260914,"423,276",12,Medical,1.0,0,2,2025-12-18,2025-07-23 14:55:41
255,100254,44.0,male,,740175,406844,24,Education,4.0,4,4,2026-01-01,2025-12-19 14:55:41
256,100255,47.0,M,job,1155622,195766,-12,Personal,1.0,NA,1,2025-06-08,2025-12-28 14:55:41
257,100256,48.0,,Salaried,"1,054,391",,12,Personal,0.0,6,4,2025-04-14,2025-12-25 14:55:41
258,100257,30.0,Male,SELF_EMP,1199906,579435,6,Medical,1.0,1,5,2025-04-21,2025-09-18 14:55:41
259,100258,44.0,F,SALARIED,894116,589231,48,Home,3.0,6,,2025-06-18,2025-09-23 14:55:41
260,100259,59.0,female,Student,1004132,247955,0,Business,2.0,3,4,2025-02-14,2025-07-24 14:55:41
261,100260,58.0,female,job,567514,"₹473,927",0,Personal,5.0,6,3,2025-12-09,2025-09-15 14:55:41
262,100261,53.0,,SALARIED,1192858,,12,Car,,4,4,2025-02-10,2025-09-13 14:55:41
263,100262,50.0,female,STUDENT,870614,,60,Home,3.0,3,,2025-06-06,2025-09-29 14:55:41
264,100263,29.0,Female,SALARIED,1178765,650005,18,Medical,0.0,3,2,2025-01-16,2025-10-16 14:55:41
265,100264,43.0,,SELF_EMP,1047891,"418,332",24,Business,2.0,0,,2025-13-40,2025-10-01 14:55:41
266,100265,57.0,Female,Student,813778,"650,350",24,Personal,3.0,2,3,2025-11-23,2025-09-02 14:55:41
267,100266,34.0,M,,623717,"656,279",12,Medical,4.0,6,4,2025-08-11,2025-10-03 14:55:41
268,100267,46.0,male,STUDENT,189013,245600,0,Personal,5.0,6,5,2025-09-26,2025-11-17 14:55:41
269,100268,30.0,,business,285114,329901,36,Business,4.0,1,6,2025-09-07,2025-08-05 14:55:41
270,100269,23.0,Male,self-employed,732530,94283,6,Home,0.0,0,2,2025-02-17,2025-12-13 14:55:41
271,100270,36.0,female,SALARIED,678079,"₹678,958",48,Medical,5.0,1,0,2025-05-22,2025-08-20 14:55:41
272,100271,24.0,Male,SALARIED,1038733,341224,48,Car,5.0,5,6,2025-01-29,2025-11-17 14:55:41
273,100272,37.0,Male,SELF_EMP,405965,513892,60,Personal,2.0,1,1,2025-11-21,2025-08-06 14:55:41
274,100273,47.0,Male,Student,1016042,492882,18,Business,2.0,4,2,2025-01-16,2025-12-01 14:55:41
275,100274,49.0,,Self Employed,807922,311728,18,Medical,5.0,3,2,2025-11-01,2025-11-28 14:55:41
276,100275,26.0,F,business,,635661,12,Car,1.0,0,2,2025-07-09,2026-01-14 14:55:41
277,100276,54.0,Female,Student,N/A,329133,18,Car,1.0,2,1,2025-13-40,2025-11-18 14:55:41
278,100277,60.0,F,Student,"₹1,133,316",776687,60,Business,3.0,0,1,2025-07-02,2025-08-17 14:55:41
279,100278,,male,self-employed,"₹927,836",93122,-12,Car,2.0,2,2,2025-01-24,2025-11-07 14:55:41
280,100279,44.0,Male,self-employed,703140,222998,18,Medical,5.0,1,0,2025-03-26,2025-09-13 14:55:41
281,100280,23.0,female,Student,"₹460,491",N/A,-12,Personal,4.0,4,,2025-02-10,2025-12-24 14:55:41
282,100281,,female,SALARIED,372444,135000,0,Car,5.0,0,,2025-06-17,2025-08-25 14:55:41
283,100282,29.0,M,self-employed,266465,681548,18,Education,3.0,1,5,2025-12-02,2025-09-29 14:55:41
284,100283,40.0,male,SALARIED,569160,549583,12,Car,2.0,3,3,2025-11-29,2025-09-13 14:55:41
285,100284,54.0,male,Student,1151623,767555,-12,Car,2.0,0,3,2025-12-06,2025-10-19 14:55:41
286,100285,37.0,,SALARIED,--,"462,045",36,Personal,4.0,3,6,2025-04-20,2025-08-16 14:55:41
287,100286,37.0,M,,"394,692",532515,0,Personal,4.0,5,3,,2025-12-20 14:55:41
288,100287,22.0,F,Self Employed,454410,706470,12,Personal,3.0,0,5,2025-09-07,2025-08-21 14:55:41
289,100288,36.0,male,,"₹166,513",502762,-12,Personal,0.0,4,6,2025-04-30,2025-10-01 14:55:41
290,100289,57.0,M,business,395242,413608,18,Personal,5.0,1,5,2025-11-06,2025-09-20 14:55:41
291,100290,29.0,female,business,905510,219896,12,Business,3.0,4,3,2025-04-19,2025-10-18 14:55:41
292,100291,37.0,F,,283516,"₹287,701",36,Personal,2.0,4,5,2025-11-07,2025-09-27 14:55:41
293,100292,50.0,,SALARIED,,--,24,Personal,1.0,6,0,2025-07-07,2025-11-27 14:55:41
294,100293,49.0,,Self Employed,1143344,139374,60,Personal,5.0,6,1,2025-08-01,2025-09-07 14:55:41
295,100294,44.0,Female,Salaried,"295,922",222306,6,Business,5.0,5,4,2025-08-04,2025-08-29 14:55:41
296,100295,40.0,Male,Salaried,457991,265098,0,Business,2.0,3,,2025-06-22,2025-12-16 14:55:41
297,100296,54.0,Male,STUDENT,864518,79246,36,Education,2.0,0,2,2025-07-02,2025-12-17 14:55:41
298,100297,49.0,,SELF_EMP,640393,799579,60,Medical,5.0,4,3,2026-01-01,2025-12-25 14:55:41
299,100298,24.0,F,Student,994635,463959,60,Car,5.0,3,1,2025-08-24,2025-09-04 14:55:41
300,100299,28.0,Female,job,924545,"₹478,468",36,Home,4.0,2,6,2025-10-30,2025-10-31 14:55:41
301,100300,39.0,,Salaried,,554550,48,Car,3.0,1,3,2025-12-09,2025-10-26 14:55:41
302,100301,26.0,female,business,,753011,12,Education,,6,0,2025-02-14,2025-08-23 14:55:41
303,100302,24.0,male,Student,"₹189,141",238474,24,Education,5.0,0,3,,2025-09-28 14:55:41
304,100303,32.0,,business,390427,"₹349,212",12,Education,2.0,0,0,2025-06-03,2025-10-04 14:55:41
305,100304,41.0,,Salaried,645957,453752,48,Car,4.0,3,0,2025-10-29,2025-08-28 14:55:41
306,100305,29.0,Female,STUDENT,448565,307070,-12,Car,,6,,2025-09-05,2025-07-27 14:55:41
307,100306,45.0,,,"739,952","640,433",12,Education,5.0,3,6,2025-12-17,2025-07-09 14:55:41
308,100307,49.0,female,SELF_EMP,"838,824",727844,6,Home,5.0,5,4,2025-11-30,2025-07-30 14:55:41
309,100308,49.0,Male,business,900708,780889,48,Education,,6,2,2025-11-12,2025-11-22 14:55:41
310,100309,35.0,,Student,"588,485",719448,-12,Car,1.0,4,1,2025-03-08,2025-08-25 14:55:41
311,100310,35.0,female,Self Employed,198480,608829,0,Home,3.0,0,6,2025-05-22,2025-09-13 14:55:41
312,100311,44.0,M,,1030934,N/A,6,Business,1.0,0,2,,2025-09-29 14:55:41
313,100312,22.0,female,self-employed,1143161,107076,24,Home,4.0,5,0,2025-07-14,2026-01-01 14:55:41
314,100313,29.0,,self-employed,"1,055,632","636,424",60,Home,4.0,4,3,2025-08-09,2025-10-23 14:55:41
315,100314,22.0,Male,SALARIED,291651,"₹651,056",48,Car,3.0,1,NA,2025-08-13,2025-10-18 14:55:41
316,100315,40.0,male,job,869114,592827,6,Education,4.0,0,1,2025-04-15,2025-07-31 14:55:41
317,100316,51.0,Female,SELF_EMP,853931,"₹220,162",6,Car,1.0,5,1,2025-06-20,2025-10-07 14:55:41
318,100317,32.0,M,SALARIED,"₹391,569",712002,6,Home,1.0,2,4,2025-13-40,2025-12-23 14:55:41
319,100318,22.0,F,SALARIED,590899,440437,60,Business,0.0,1,3,2025-06-13,2025-11-16 14:55:41
320,100319,23.0,male,STUDENT,,343678,0,Education,5.0,5,3,2025-11-28,2025-09-07 14:55:41
321,100320,50.0,female,Student,1187654,719102,6,Education,1.0,1,3,2025-07-12,2025-07-09 14:55:41
322,100321,26.0,male,,855427,478818,36,Car,0.0,5,2,2025-09-21,2025-11-08 14:55:41
323,100322,35.0,M,STUDENT,562397,766742,18,Business,5.0,6,6,2025-07-28,2026-01-14 14:55:41
324,100323,51.0,,business,590139,629459,0,Personal,0.0,6,3,2025-13-40,2025-12-16 14:55:41
325,100324,40.0,M,SELF_EMP,1029015,774061,6,Medical,0.0,2,4,2025-07-21,2025-10-09 14:55:41
326,100325,25.0,F,SELF_EMP,1096938,"₹229,750",6,Business,4.0,0,1,2025-12-05,2025-10-15 14:55:41
327,100326,,Male,business,"₹382,246",122103,24,Education,1.0,5,2,2025-09-16,2025-11-27 14:55:41
328,100327,21.0,Female,business,667661,564807,12,Personal,5.0,5,3,2025-04-01,2025-08-12 14:55:41
329,100328,48.0,female,,241571,337075,12,Business,5.0,3,0,2025-02-10,2025-07-02 14:55:41
330,100329,41.0,F,,"206,031",534341,24,Car,,1,3,2025-02-13,2025-09-27 14:55:41
331,100330,29.0,Male,job,--,--,6,Business,2.0,1,4,2025-13-40,2025-09-06 14:55:41
332,100331,27.0,Male,,941455,442843,6,Car,0.0,1,0,2025-12-08,2025-10-03 14:55:41
333,100332,53.0,Male,Self Employed,978509,"₹274,164",6,Car,5.0,3,2,2025-13-40,2025-10-04 14:55:41
334,100333,40.0,Female,SALARIED,509575,390110,18,Personal,1.0,2,0,2025-11-09,2025-09-09 14:55:41
335,100334,35.0,female,,410164,,48,Car,2.0,,4,2025-08-17,2025-11-07 14:55:41
336,100335,41.0,,business,754934,397362,6,Business,1.0,1,2,2025-13-40,2025-12-31 14:55:41
337,100336,33.0,F,job,578601,539762,24,Car,1.0,4,2,05/09/2025,2025-10-08 14:55:41
338,100337,45.0,Female,,476900,70773,12,Personal,4.0,1,3,2025-10-16,2025-12-14 14:55:41
339,100338,51.0,,STUDENT,934875,463820,0,Personal,5.0,0,4,2025-08-13,2025-07-09 14:55:41
340,100339,43.0,Female,SELF_EMP,958102,304125,48,Business,5.0,5,5,2025-05-08,2025-12-07 14:55:41
341,100340,21.0,M,business,318502,--,36,Medical,4.0,2,5,2025-02-26,2025-10-21 14:55:41
342,100341,30.0,F,business,163464,"51,655",60,Medical,3.0,1,1,2025-04-05,2025-08-25 14:55:41
343,100342,34.0,M,Self Employed,1007299,164499,36,Home,3.0,0,5,06/01/2025,2026-01-16 14:55:41
344,100343,58.0,M,STUDENT,937828,328749,48,Medical,3.0,2,2,2025-07-14,2025-10-25 14:55:41
345,100344,,,,407728,783232,0,Medical,5.0,3,,2025-13-40,2026-01-06 14:55:41
346,100345,41.0,F,business,320643,549250,12,Business,3.0,1,6,2025-13-40,2025-12-26 14:55:41
347,100346,40.0,male,Student,1085931,616931,12,Home,3.0,two,1,2025-12-08,2025-12-17 14:55:41
348,100347,29.0,female,SALARIED,847934,"679,858",60,Business,5.0,3,0,28/02/2025,2025-11-30 14:55:41
349,100348,28.0,F,business,153520,249080,48,Personal,5.0,5,,2025-08-25,2025-11-03 14:55:41
350,100349,35.0,Female,self-employed,222024,"₹772,049",0,Business,1.0,3,1,2025-04-19,2025-11-21 14:55:41
351,100350,24.0,,Student,777261,216926,48,Car,5.0,3,2,2025-04-11,2025-12-24 14:55:41
352,100351,29.0,,Salaried,787689,194243,18,Education,1.0,,4,2025-03-18,2025-07-28 14:55:41
353,100352,31.0,M,Student,"₹260,042",404928,60,Education,0.0,2,5,2025-12-22,2025-12-26 14:55:41
354,100353,50.0,female,Student,"₹401,659",722566,6,Medical,4.0,5,1,2025-11-28,2025-12-16 14:55:41
355,100354,27.0,female,STUDENT,191411,605837,-12,Business,5.0,5,4,2025-01-04,2025-12-17 14:55:41
356,100355,23.0,F,SALARIED,"223,411",363081,60,Business,0.0,,4,2025-10-24,2025-10-19 14:55:41
357,100356,59.0,F,Salaried,"₹544,419",275667,24,Medical,2.0,3,3,2025-03-26,2025-11-13 14:55:41
358,100357,48.0,F,SALARIED,714972,251984,-12,Medical,1.0,6,,2025-05-20,2025-08-30 14:55:41
359,100358,47.0,female,SELF_EMP,456875,"60,342",24,Car,0.0,4,6,2025-02-19,2025-11-06 14:55:41
360,100359,56.0,M,job,N/A,760737,60,Car,4.0,,1,18/05/2025,2025-10-15 14:55:41
361,100360,36.0,Female,job,892394,339221,24,Personal,5.0,3,5,2025-05-04,2026-01-03 14:55:41
362,100361,26.0,male,Salaried,1039158,193055,-12,Business,0.0,6,5,2025-06-27,2025-09-04 14:55:41
363,100362,59.0,Female,STUDENT,"516,611",,0,Car,1.0,5,6,2025-05-30,2025-11-24 14:55:41
364,100363,21.0,male,self-employed,224300,,0,Personal,2.0,,0,13/04/2025,2025-12-09 14:55:41
365,100364,47.0,,self-employed,979127,241031,0,Business,3.0,,5,2025-04-09,2025-10-02 14:55:41
366,100365,42.0,F,Student,"₹707,422",569640,48,Car,4.0,6,0,2025-03-07,2025-07-05 14:55:41
367,100366,36.0,,,1060852,136627,18,Business,4.0,0,1,2025-08-09,2025-12-22 14:55:41
368,100367,53.0,F,,461901,90230,18,Car,0.0,0,5,2025-04-30,2026-01-02 14:55:41
369,100368,53.0,M,self-employed,886151,,48,Education,2.0,0,3,2025-06-06,2025-07-27 14:55:41
370,100369,56.0,F,SELF_EMP,929285,662711,18,Business,5.0,,3,2025-02-09,2025-11-01 14:55:41
371,100370,51.0,F,,552038,637565,0,Business,5.0,3,4,2025-03-28,2025-12-15 14:55:41
372,100371,39.0,male,Self Employed,983604,588430,-12,Car,4.0,2,,2025-13-40,2025-09-08 14:55:41
373,100372,50.0,female,self-employed,771519,229420,36,Home,5.0,1,5,,2025-10-21 14:55:41
374,100373,59.0,Male,STUDENT,430203,390404,6,Personal,1.0,2,6,2025-10-27,2025-10-12 14:55:41
375,100374,37.0,female,Self Employed,612713,710393,18,Car,1.0,1,1,2025-04-02,2025-07-15 14:55:41
376,100375,32.0,M,job,"543,945",307167,60,Home,5.0,,,2025-01-08,2026-01-06 14:55:41
377,100376,29.0,M,,169705,404827,18,Car,4.0,2,0,2025-05-18,2026-01-06 14:55:41
378,100377,27.0,M,business,"620,417",204535,60,Business,5.0,1,2,2025-11-13,2025-12-27 14:55:41
379,100378,23.0,F,SELF_EMP,--,366212,12,Personal,3.0,6,,2025-03-19,2025-12-11 14:55:41
380,100379,45.0,,Student,387322,"₹342,003",18,Education,3.0,3,6,2025-03-13,2025-11-16 14:55:41
381,100380,45.0,Female,Student,632585,492332,24,Business,0.0,NA,1,2025-02-01,2025-07-02 14:55:41
382,100381,29.0,F,STUDENT,1033062,108579,18,Car,,2,4,,2025-10-16 14:55:41
383,100382,30.0,,business,532571,603071,60,Business,2.0,0,,,2025-10-01 14:55:41
384,100383,50.0,,,626713,146402,18,Business,1.0,3,4,2025-02-10,2025-10-29 14:55:41
385,100384,46.0,F,SELF_EMP,558379,430320,6,Education,2.0,1,2,,2025-11-10 14:55:41
386,100385,26.0,,,"809,722",423973,-12,Education,2.0,1,3,2025-09-16,2025-12-10 14:55:41
387,100386,22.0,Female,Salaried,467797,"706,359",24,Business,5.0,4,5,2025-06-25,2025-11-04 14:55:41
388,100387,44.0,,business,307282,,36,Medical,0.0,1,2,01/07/2025,2025-07-04 14:55:41
389,100388,50.0,Female,Student,444539,"561,976",60,Car,4.0,2,2,2025-12-17,2025-07-27 14:55:41
390,100389,23.0,female,Self Employed,--,--,12,Education,3.0,2,6,2025-02-14,2025-10-08 14:55:41
391,100390,48.0,Male,SELF_EMP,1169834,,18,Car,1.0,0,0,2025-07-06,2025-11-24 14:55:41
392,100391,24.0,M,business,,"474,745",0,Car,4.0,1,3,2025-06-03,2025-10-02 14:55:41
393,100392,51.0,female,business,966081,N/A,18,Personal,5.0,5,0,2025-08-24,2025-10-28 14:55:41
394,100393,28.0,female,STUDENT,1094890,715104,12,Home,1.0,5,3,2025-04-19,2025-08-23 14:55:41
395,100394,21.0,,self-employed,411609,528148,-12,Car,4.0,1,4,2025-10-06,2025-08-02 14:55:41
396,100395,48.0,female,SALARIED,,"₹481,257",-12,Home,5.0,0,1,2025-08-22,2025-09-19 14:55:41
397,100396,28.0,,business,"980,070",284814,36,Personal,3.0,,two,2025-09-24,2025-10-24 14:55:41
398,100397,31.0,Female,business,974847,655923,60,Business,1.0,1,6,2025-03-03,2025-07-06 14:55:41
399,100398,37.0,F,Self Employed,203771,--,-12,Home,4.0,1,6,2025-05-04,2025-11-29 14:55:41
400,100399,55.0,female,business,258525,"707,916",12,Home,3.0,1,0,2025-07-06,2025-12-23 14:55:41
401,100400,52.0,Female,SALARIED,1030609,522780,6,Education,5.0,0,2,,2025-09-06 14:55:41
402,100401,37.0,F,,469492,"277,496",12,Business,5.0,3,5,2025-06-01,2025-09-28 14:55:41
403,100402,53.0,F,Self Employed,739473,666121,0,Car,3.0,6,3,2025-10-19,2026-01-01 14:55:41
404,100403,49.0,M,self-employed,765458,,18,Personal,3.0,0,1,2025-13-40,2025-07-18 14:55:41
405,100404,42.0,male,Self Employed,958642,"₹278,026",12,Medical,5.0,2,0,2025-13-40,2025-12-18 14:55:41
406,100405,28.0,male,business,194603,653726,36,Education,3.0,,0,2025-08-02,2025-07-09 14:55:41
407,100406,43.0,male,Student,974867,567300,12,Personal,4.0,,2,2025-08-13,2025-07-16 14:55:41
408,100407,44.0,male,Salaried,"₹240,337",128687,60,Personal,5.0,3,1,2025-08-01,2025-09-06 14:55:41
409,100408,54.0,Female,self-employed,1162308,360624,24,Business,5.0,0,,2025-04-22,2025-09-15 14:55:41
410,100409,27.0,,STUDENT,807161,526076,12,Education,1.0,3,6,2025-02-06,2025-10-31 14:55:41
411,100410,57.0,F,SALARIED,"654,496","329,714",0,Personal,2.0,2,4,21/06/2025,2025-12-23 14:55:41
412,100411,24.0,female,Self Employed,--,686955,6,Business,1.0,0,1,2025-02-22,2025-07-22 14:55:41
413,100412,46.0,M,self-employed,508674,351982,6,Home,1.0,3,5,2025-06-12,2025-10-24 14:55:41
414,100413,50.0,M,business,522276,229018,48,Car,,3,4,2025-05-30,2025-12-06 14:55:41
415,100414,30.0,M,SELF_EMP,885641,560125,48,Personal,5.0,5,4,2025-05-20,2026-01-12 14:55:41
416,100415,30.0,,job,214811,501643,24,Car,5.0,5,3,2025-09-28,2025-10-20 14:55:41
417,100416,42.0,Female,self-employed,236192,"₹692,113",48,Personal,0.0,5,4,2025-11-17,2025-09-15 14:55:41
418,100417,39.0,,Salaried,"408,863",501226,6,Personal,1.0,6,4,2025-02-15,2025-07-14 14:55:41
419,100418,33.0,M,Salaried,893717,455002,12,Personal,2.0,3,4,2025-04-14,2025-11-27 14:55:41
420,100419,40.0,Male,Student,938457,"₹150,707",48,Medical,5.0,3,,2025-13-40,2025-12-26 14:55:41
421,100420,29.0,Male,,416914,"357,592",18,Car,,6,0,2025-11-30,2025-11-04 14:55:41
422,100421,57.0,Male,SALARIED,261191,639351,24,Business,5.0,2,6,2025-12-20,2025-12-09 14:55:41
423,100422,59.0,male,Self Employed,201708,108356,0,Education,1.0,6,5,,2025-12-12 14:55:41
424,100423,36.0,female,Self Employed,758249,667363,60,Car,5.0,6,two,2025-13-40,2025-08-05 14:55:41
425,100424,60.0,Male,Student,1111229,425125,24,Personal,5.0,1,5,2025-08-25,2025-11-07 14:55:41
426,100425,40.0,M,Student,1139336,792916,-12,Personal,1.0,4,3,2025-01-17,2025-12-24 14:55:41
427,100426,27.0,female,Self Employed,"₹646,222",452740,12,Home,4.0,,4,2025-01-17,2025-07-23 14:55:41
428,100427,49.0,female,Self Employed,1179917,260965,-12,Education,0.0,5,NA,2025-07-05,2025-12-30 14:55:41
429,100428,42.0,female,STUDENT,585106,419209,18,Home,3.0,0,4,2025-03-03,2025-09-01 14:55:41
430,100429,,,self-employed,"900,581","352,062",-12,Medical,4.0,4,3,,2025-10-02 14:55:41
431,100430,37.0,,Self Employed,841240,115356,6,Personal,0.0,4,3,2025-05-20,2025-09-12 14:55:41
432,100431,53.0,Male,self-employed,,255703,6,Medical,3.0,5,4,2025-08-14,2025-10-15 14:55:41
433,100432,43.0,Female,Self Employed,171075,612264,6,Business,1.0,1,2,2025-12-03,2025-12-15 14:55:41
434,100433,59.0,female,SALARIED,581721,424297,0,Business,2.0,2,2,2025-10-06,2025-10-04 14:55:41
435,100434,60.0,M,job,633468,178710,18,Home,1.0,3,NA,2025-10-30,2025-12-27 14:55:41
436,100435,24.0,male,Salaried,956697,N/A,6,Business,2.0,0,2,2025-05-16,2025-07-08 14:55:41
437,100436,22.0,,business,269786,760902,-12,Car,3.0,4,3,,2025-07-27 14:55:41
438,100437,38.0,F,self-employed,"977,538",331802,6,Home,2.0,2,0,2025-13-40,2025-08-07 14:55:41
439,100438,56.0,M,SALARIED,808561,320539,0,Education,1.0,4,,2025-12-18,2025-10-28 14:55:41
440,100439,23.0,F,self-employed,183802,,24,Personal,0.0,4,4,2025-12-16,2025-11-06 14:55:41
441,100440,,male,SELF_EMP,935835,"702,126",36,Education,,6,5,2025-10-26,2025-10-13 14:55:41
442,100441,58.0,female,SALARIED,620980,710943,12,Medical,0.0,4,6,2025-05-06,2025-10-17 14:55:41
443,100442,35.0,female,Self Employed,1009676,"580,205",0,Medical,1.0,4,4,2025-07-29,2025-08-15 14:55:41
444,100443,37.0,Male,SALARIED,461214,257727,6,Education,0.0,5,1,2025-13-40,2025-12-30 14:55:41
445,100444,29.0,male,business,993720,"₹357,643",48,Medical,4.0,0,3,2025-11-20,2025-11-04 14:55:41
446,100445,51.0,female,,,671856,60,Personal,3.0,2,2,2025-01-26,2025-08-22 14:55:41
447,100446,53.0,Female,business,,270914,48,Home,2.0,2,1,2025-05-14,2025-11-19 14:55:41
448,100447,38.0,F,STUDENT,,616052,0,Home,2.0,4,1,2025-06-02,2025-12-18 14:55:41
449,100448,49.0,Female,job,394239,283247,-12,Personal,2.0,5,2,2025-01-21,2025-09-06 14:55:41
450,100449,41.0,male,Salaried,166715,280906,18,Car,1.0,1,4,2025-13-40,2025-08-28 14:55:41
451,100450,60.0,,self-employed,642234,738852,24,Personal,5.0,3,2,2025-02-28,2025-07-06 14:55:41
452,100451,39.0,Female,business,1124621,414462,0,Car,4.0,2,6,2025-02-02,2025-07-29 14:55:41
453,100452,41.0,,business,264574,,0,Car,1.0,1,4,,2025-07-17 14:55:41
454,100453,22.0,M,SELF_EMP,283095,429687,-12,Car,5.0,2,5,,2025-09-05 14:55:41
455,100454,27.0,,job,200844,"309,322",60,Business,3.0,2,4,2025-13-40,2025-09-01 14:55:41
456,100455,59.0,M,business,804709,74570,12,Personal,5.0,3,4,2025-05-27,2025-11-16 14:55:41
457,100456,,Female,SELF_EMP,377130,76101,48,Car,4.0,1,0,2025-04-18,2025-11-15 14:55:41
458,100457,26.0,male,STUDENT,"637,440",481865,18,Home,2.0,,6,2025-09-09,2025-08-04 14:55:41
459,100458,36.0,female,STUDENT,320780,131269,18,Medical,5.0,6,two,2025-11-18,2025-07-10 14:55:41
460,100459,56.0,M,business,718553,439684,36,Medical,5.0,5,3,2025-06-20,2025-12-14 14:55:41
461,100460,31.0,,SELF_EMP,465304,55874,12,Medical,3.0,3,5,,2025-11-29 14:55:41
462,100461,38.0,,self-employed,995715,722765,18,Home,5.0,4,4,2025-07-17,2025-08-19 14:55:41
463,100462,59.0,,,,293092,18,Education,1.0,NA,4,2025-08-07,2025-09-11 14:55:41
464,100463,28.0,Female,business,894471,"606,464",24,Education,5.0,6,5,2025-12-18,2025-08-04 14:55:41
465,100464,43.0,,Student,875596,636986,24,Car,2.0,0,,2025-06-09,2025-11-14 14:55:41
466,100465,53.0,male,self-employed,"985,283",,6,Business,3.0,3,5,,2025-07-19 14:55:41
467,100466,30.0,F,job,"400,456",115352,36,Education,5.0,,5,2025-10-29,2026-01-14 14:55:41
468,100467,46.0,female,SALARIED,459359,"514,937",-12,Car,1.0,0,0,2025-10-19,2025-09-21 14:55:41
469,100468,26.0,M,SALARIED,192168,278092,24,Personal,5.0,1,2,2025-12-29,2025-08-26 14:55:41
470,100469,41.0,,Self Employed,768517,146901,48,Business,4.0,6,4,2025-10-04,2025-09-28 14:55:41
471,100470,43.0,female,Self Employed,"714,029",320756,12,Medical,5.0,3,3,2025-01-19,2025-10-18 14:55:41
472,100471,21.0,Female,SALARIED,900789,245203,0,Medical,4.0,3,2,2025-09-06,2025-11-19 14:55:41
473,100472,53.0,Female,,--,365183,-12,Education,4.0,2,0,2025-03-15,2025-12-06 14:55:41
474,100473,,F,job,N/A,"507,754",-12,Personal,0.0,3,1,2025-12-10,2025-11-16 14:55:41
475,100474,27.0,Male,job,836003,495217,48,Car,5.0,1,1,,2025-08-17 14:55:41
476,100475,46.0,female,Student,592986,452722,36,Personal,3.0,2,1,2025-09-23,2025-12-27 14:55:41
477,100476,43.0,M,business,--,581597,0,Business,5.0,2,0,2025-08-20,2025-07-19 14:55:41
478,100477,42.0,Male,job,954198,57294,36,Education,4.0,3,0,2025-09-09,2025-08-17 14:55:41
479,100478,44.0,Male,Salaried,524820,518472,12,Personal,5.0,1,1,2025-11-22,2025-10-21 14:55:41
480,100479,50.0,F,STUDENT,"235,230",203878,12,Car,4.0,5,0,2025-05-13,2025-12-28 14:55:41
481,100480,48.0,,self-employed,,651186,60,Personal,5.0,4,1,2025-13-40,2025-10-03 14:55:41
482,100481,29.0,Female,SELF_EMP,"621,491",116817,0,Medical,3.0,3,2,2025-06-28,2025-07-11 14:55:41
483,100482,52.0,female,business,217667,132427,48,Home,1.0,2,5,2025-03-22,2025-10-19 14:55:41
484,100483,57.0,,self-employed,1179191,"₹613,706",12,Home,3.0,4,6,2025-07-26,2025-11-23 14:55:41
485,100484,47.0,Male,SELF_EMP,816422,286033,0,Personal,3.0,3,2,2025-12-03,2025-10-11 14:55:41
486,100485,58.0,Female,Salaried,440606,134416,6,Personal,4.0,3,0,2025-12-02,2025-11-29 14:55:41
487,100486,31.0,female,job,568980,82390,24,Business,4.0,1,0,2025-06-20,2025-11-16 14:55:41
488,100487,50.0,,Salaried,1002170,"454,032",36,Business,4.0,5,3,2025-02-01,2025-07-16 14:55:41
489,100488,23.0,female,Student,"₹410,166",657976,18,Personal,3.0,1,0,23/12/2025,2025-09-14 14:55:41
490,100489,36.0,Male,Student,1094507,"673,303",-12,Personal,0.0,2,5,2025-11-22,2025-07-29 14:55:41
491,100490,39.0,,job,955781,271943,6,Personal,2.0,4,1,2025-11-27,2025-10-29 14:55:41
492,100491,54.0,,job,--,64923,24,Personal,1.0,6,1,2025-08-25,2026-01-14 14:55:41
493,100492,54.0,female,Salaried,357282,334660,-12,Home,0.0,1,5,2025-05-07,2025-12-03 14:55:41
494,100493,23.0,Male,SALARIED,283523,"367,467",0,Car,0.0,2,3,2025-02-13,2025-08-20 14:55:41
495,100494,34.0,Male,,383882,N/A,0,Home,2.0,3,3,2025-11-28,2025-11-15 14:55:41
496,100495,42.0,male,Student,532059,584299,12,Car,5.0,3,6,2025-02-26,2025-09-11 14:55:41
497,100496,40.0,male,self-employed,591014,N/A,18,Education,4.0,4,6,2025-05-19,2025-11-01 14:55:41
498,100497,44.0,Male,SELF_EMP,1041914,55948,60,Personal,5.0,6,1,2025-05-13,2025-10-27 14:55:41
499,100498,48.0,Male,Self Employed,1072963,--,0,Home,5.0,5,4,2025-02-01,2025-11-08 14:55:41
500,100499,55.0,Male,job,305165,483877,36,Medical,1.0,2,2,2025-05-31,2025-07-04 14:55:41
