transaction_id,customer_id,transaction_date,transaction_type,transaction_amount,account_balance,created_at
1878,100145,2025-10-09,debit,15746,0,2025-09-12 14:55:41
1879,100145,2025-01-26,debit,11476,0,2025-09-30 14:55:41
1880,100145,2025-09-16,,15109,0,2025-10-25 14:55:41
1881,100145,2025-08-21,debit,"2,469",0,2025-08-22 14:55:41
1882,100146,2025-01-03,,10957,28259,2025-07-23 14:55:41
1883,100146,2025-05-10,debit,"8,365",19894,2025-11-05 14:55:41
1884,100146,2025-09-04,,8143,"₹19,894",2025-10-17 14:55:41
1885,100146,2025-07-26,credit,4535,24429,2026-01-10 14:55:41
1886,100146,2025-06-22,,8468,"₹24,429",2025-07-21 14:55:41
1887,100146,2025-11-23,debit,8106,16323,2025-08-04 14:55:41
1888,100146,2025-09-10,credit,17792,34115,2025-10-02 14:55:41
1889,100146,2025-02-03,credit,4461,38576,2025-08-28 14:55:41
1890,100146,2025-10-05,credit,13146,51722,2025-10-25 14:55:41
1891,100146,2025-07-13,credit,11788,,2025-08-10 14:55:41
1892,100146,2025-12-16,,"5,967",63510,2025-10-12 14:55:41
1893,100147,2025-11-12,debit,12983,8732,2025-12-08 14:55:41
1894,100147,2025-10-01,debit,14913,0,2025-07-29 14:55:41
1895,100147,2025-11-13,,18402,0,2025-07-11 14:55:41
1896,100147,2025-01-10,credit,14375,"₹8,194",2025-07-10 14:55:41
1897,100147,2025-07-20,credit,14207,N/A,2025-09-21 14:55:41
1898,100147,2025-01-16,,8169,22401,2025-11-10 14:55:41
1899,100148,2025-01-05,debit,6163,43555,2025-07-08 14:55:41
1900,100148,2025-11-23,,12267,N/A,2025-09-24 14:55:41
1901,100148,2025-01-20,credit,8545,52100,2025-12-16 14:55:41
1902,100148,2025-04-24,,4347,52100,2025-10-30 14:55:41
1903,100148,2025-05-12,credit,5193,57293,2025-07-22 14:55:41
1904,100148,2025-10-25,debit,15212,42081,2025-12-31 14:55:41
1905,100148,2025-10-27,debit,9554,32527,2025-10-22 14:55:41
1906,100149,2025-05-24,,8868,20465,2025-08-11 14:55:41
1907,100149,2025-12-21,credit,9487,29952,2026-01-15 14:55:41
1908,100149,2025-08-06,credit,8036,37988,2025-11-07 14:55:41
1909,100149,2025-08-05,debit,"1,241",36747,2025-12-16 14:55:41
1910,100149,2025-01-26,credit,"8,226",44973,2025-12-25 14:55:41
1911,100150,2025-13-40,credit,8318,18740,2025-12-29 14:55:41
1912,100150,2025-12-12,credit,4032,22772,2025-10-06 14:55:41
1913,100150,2025-03-09,,14940,22772,2025-10-16 14:55:41
1914,100150,2025-12-05,,12261,22772,2025-10-22 14:55:41
1915,100150,2025-11-11,,"12,352",22772,2025-08-09 14:55:41
1916,100150,2025-10-17,,2919,22772,2025-12-29 14:55:41
1917,100150,2025-11-17,debit,"₹5,457",17315,2026-01-02 14:55:41
1918,100150,2025-12-10,,16604,17315,2025-08-14 14:55:41
1919,100150,2025-13-40,credit,10009,27324,2025-11-26 14:55:41
1920,100150,2025-12-08,credit,15718,,2025-07-14 14:55:41
1921,100150,2025-03-15,debit,2057,40985,2025-12-25 14:55:41
1922,100150,2025-05-27,debit,--,40471,2025-08-06 14:55:41
1923,100150,2025-01-13,,8408,40471,2025-07-18 14:55:41
1924,100150,2025-03-27,debit,15869,"24,602",2025-09-17 14:55:41
1925,100150,2025-05-11,credit,4666,29268,2025-12-26 14:55:41
1926,100150,2025-11-02,credit,3930,33198,2025-09-11 14:55:41
1927,100150,2025-09-01,credit,6823,40021,2025-09-30 14:55:41
1928,100151,2025-09-11,credit,"₹9,714","22,880",2025-12-26 14:55:41
1929,100151,2025-12-30,credit,16665,39545,2026-01-09 14:55:41
1930,100151,2025-09-28,,1862,39545,2025-11-01 14:55:41
1931,100151,2025-03-23,credit,"₹4,034",43579,2025-12-31 14:55:41
1932,100151,2025-04-10,debit,13063,"30,516",2025-11-19 14:55:41
1933,100151,18/11/2025,debit,16225,14291,2025-09-16 14:55:41
1934,100151,2025-13-40,credit,"18,152",32443,2025-11-04 14:55:41
1935,100152,2025-05-04,,"6,948",8340,2025-11-11 14:55:41
1936,100152,2025-08-10,credit,16357,24697,2025-07-18 14:55:41
1937,100152,2025-06-28,,5229,24697,2025-07-08 14:55:41
1938,100152,2025-03-03,debit,1055,23642,2025-08-04 14:55:41
1939,100152,2025-12-11,,1997,23642,2025-11-30 14:55:41
1940,100153,2025-02-01,debit,"13,272",1213,2025-08-18 14:55:41
1941,100153,2025-07-24,debit,"₹8,246",0,2026-01-10 14:55:41
1942,100153,2025-13-40,debit,17334,0,2025-08-03 14:55:41
1943,100153,2025-08-05,credit,8380,0,2025-09-03 14:55:41
1944,100153,2025-06-01,debit,17950,0,2025-10-24 14:55:41
1945,100153,2025-01-04,,16350,0,2025-12-12 14:55:41
1946,100153,2025-10-10,debit,9189,0,2025-08-23 14:55:41
1947,100153,2025-01-14,credit,--,0,2025-11-26 14:55:41
1948,100153,2025-09-09,credit,13188,0,2026-01-09 14:55:41
1949,100153,2025-05-02,debit,8566,0,2025-09-29 14:55:41
1950,100153,2026-01-01,debit,3419,0,2025-09-22 14:55:41
1951,100153,2025-03-29,,"14,692",,2025-12-22 14:55:41
1952,100153,2025-05-19,debit,--,0,2025-10-12 14:55:41
1953,100153,08/02/2025,debit,"₹17,862",0,2025-10-13 14:55:41
1954,100153,2025-09-23,,5652,0,2025-11-09 14:55:41
1955,100153,2025-06-30,debit,5949,0,2025-07-02 14:55:41
1956,100153,2025-04-30,debit,,0,2025-11-09 14:55:41
1957,100154,24/06/2025,,,,2025-12-26 14:55:41
1958,100154,2025-08-01,,4711,19403,2025-08-20 14:55:41
1959,100154,2025-05-18,,4319,19403,2025-11-25 14:55:41
1960,100154,2025-09-30,credit,17733,37136,2025-08-09 14:55:41
1961,100154,2025-13-40,credit,8675,45811,2025-10-17 14:55:41
1962,100154,2025-03-01,credit,6392,52203,2026-01-13 14:55:41
1963,100154,2025-09-29,,N/A,52203,2026-01-14 14:55:41
1964,100154,2025-03-31,debit,18891,33312,2025-12-02 14:55:41
1965,100154,2025-07-02,debit,9541,23771,2025-07-12 14:55:41
1966,100154,2025-09-02,,"₹11,790",23771,2025-12-20 14:55:41
1967,100154,2025-02-05,,14841,23771,2025-10-28 14:55:41
1968,100154,2025-05-01,debit,4051,19720,2025-07-14 14:55:41
1969,100154,2025-09-08,,3185,,2025-08-28 14:55:41
1970,100154,2025-02-23,credit,9501,"29,221",2026-01-07 14:55:41
1971,100154,2025-10-18,debit,18531,--,2025-08-07 14:55:41
1972,100155,2025-06-30,credit,17954,39491,2025-10-18 14:55:41
1973,100155,2025-12-05,debit,"₹19,001",20490,2025-10-26 14:55:41
1974,100155,2025-11-24,debit,"15,678","₹4,812",2026-01-01 14:55:41
1975,100155,2025-08-29,credit,17296,22108,2025-08-23 14:55:41
1976,100155,2025-08-03,credit,2692,24800,2025-12-22 14:55:41
1977,100155,2025-09-17,credit,2177,--,2025-09-14 14:55:41
1978,100155,2025-12-11,,18111,N/A,2025-07-17 14:55:41
1979,100155,2025-05-31,,"16,439",26977,2025-10-22 14:55:41
1980,100155,2025-06-22,credit,5338,32315,2025-12-07 14:55:41
1981,100155,2025-07-28,debit,"18,935",13380,2025-12-11 14:55:41
1982,100155,2025-07-05,,6860,13380,2025-10-05 14:55:41
1983,100155,2025-12-10,,,"13,380",2025-07-11 14:55:41
1984,100156,2025-01-25,credit,"16,171",46466,2025-07-19 14:55:41
1985,100156,2025-08-12,,7566,46466,2025-09-08 14:55:41
1986,100156,2025-09-17,debit,19659,26807,2025-10-05 14:55:41
1987,100156,2025-04-02,,13629,26807,2025-10-22 14:55:41
1988,100156,2025-08-16,credit,14194,41001,2025-09-11 14:55:41
1989,100157,2025-09-03,,291725,33663,2025-07-08 14:55:41
1990,100157,2025-04-07,debit,6083,27580,2025-10-10 14:55:41
1991,100157,2025-05-12,debit,5830,21750,2025-07-18 14:55:41
1992,100157,2025-08-26,debit,1485,20265,2025-12-10 14:55:41
1993,100157,2025-07-25,,"₹15,883",20265,2025-08-23 14:55:41
1994,100157,2025-01-14,credit,11936,32201,2025-11-25 14:55:41
1995,100157,2025-09-11,debit,7754,24447,2025-12-08 14:55:41
1996,100157,2025-09-25,credit,15448,39895,2025-12-01 14:55:41
1997,100157,2025-10-25,credit,3542,43437,2025-07-19 14:55:41
1998,100157,2025-13-40,,19338,43437,2025-09-25 14:55:41
1999,100157,2025-04-13,credit,N/A,51279,2025-09-08 14:55:41
2000,100157,2025-05-25,debit,13262,38017,2025-08-10 14:55:41
2001,100157,2025-05-19,debit,7380,30637,2025-07-26 14:55:41
2002,100158,2025-10-21,,12836,28588,2025-07-21 14:55:41
2003,100158,2025-06-05,,4921,28588,2025-07-30 14:55:41
2004,100158,2025-05-30,credit,"₹10,790",N/A,2025-08-16 14:55:41
2005,100158,2025-13-40,debit,6890,32488,2025-08-24 14:55:41
2006,100158,2025-11-06,debit,15559,16929,2025-07-24 14:55:41
2007,100158,2025-05-03,credit,3299,20228,2025-10-17 14:55:41
2008,100158,2025-12-16,,"1,178",20228,2025-09-05 14:55:41
2009,100158,2025-12-11,credit,13414,33642,2025-11-02 14:55:41
2010,100158,2025-13-40,,"₹17,629",33642,2025-07-14 14:55:41
2011,100158,2025-09-29,debit,6268,--,2025-08-26 14:55:41
2012,100158,2025-05-05,,14675,27374,2025-08-13 14:55:41
2013,100158,2025-11-03,debit,436,26938,2025-09-28 14:55:41
2014,100158,2025-13-40,debit,"6,700","20,238",2025-12-25 14:55:41
2015,100158,2025-03-17,,15526,20238,2025-10-20 14:55:41
2016,100158,2025-12-04,debit,6913,13325,2025-09-10 14:55:41
2017,100158,2025-10-17,credit,19808,33133,2026-01-09 14:55:41
2018,100158,2025-06-05,,17219,33133,2025-07-11 14:55:41
2019,100158,2025-06-09,debit,14856,18277,2025-09-08 14:55:41
2020,100158,2025-07-06,,9355,18277,2026-01-12 14:55:41
2021,100158,2025-09-12,credit,13793,32070,2025-08-27 14:55:41
2022,100159,2025-09-10,credit,9109,33051,2025-11-24 14:55:41
2023,100159,2025-05-01,,14633,33051,2025-10-26 14:55:41
2024,100159,2025-10-22,credit,11070,44121,2025-11-01 14:55:41
2025,100159,2025-08-16,credit,19645,63766,2025-11-11 14:55:41
2026,100159,2025-11-08,debit,16849,--,2025-12-10 14:55:41
2027,100159,2025-09-20,,19588,46917,2025-11-11 14:55:41
2028,100159,2025-06-03,credit,11941,58858,2025-12-22 14:55:41
2029,100159,2025-07-20,credit,"7,904","66,762",2025-10-30 14:55:41
2030,100159,2025-05-30,debit,354925,0,2025-09-27 14:55:41
2031,100159,2025-13-40,,19298,0,2025-10-23 14:55:41
2032,100159,2025-05-03,,19026,0,2025-07-20 14:55:41
2033,100159,2025-12-27,credit,"18,649",0,2025-08-16 14:55:41
2034,100159,2025-04-22,debit,4493,0,2025-11-21 14:55:41
2035,100159,2025-13-40,,210,0,2025-09-07 14:55:41
2036,100160,2025-04-06,debit,"11,793",0,2025-10-11 14:55:41
2037,100160,2025-12-02,credit,19786,N/A,2025-07-16 14:55:41
2038,100160,2025-07-03,debit,4158,9329,2025-08-23 14:55:41
2039,100160,2025-08-14,credit,16638,,2025-10-30 14:55:41
2040,100160,2025-13-40,,6884,25967,2025-10-16 14:55:41
2041,100161,2025-08-06,credit,5236,"45,568",2025-08-23 14:55:41
2042,100161,2025-03-12,credit,18633,"64,201",2025-11-24 14:55:41
2043,100161,2025-13-40,credit,15639,--,2025-09-01 14:55:41
2044,100161,2025-07-25,credit,2437,82277,2025-07-12 14:55:41
2045,100161,2025-01-18,,7721,82277,2025-09-30 14:55:41
2046,100161,2025-12-12,credit,5705,87982,2025-12-17 14:55:41
2047,100161,2025-03-10,,7737,87982,2025-10-26 14:55:41
2048,100161,2025-09-19,debit,"₹19,231",--,2025-11-06 14:55:41
2049,100162,2025-08-10,,16744,40323,2025-07-21 14:55:41
2050,100162,2025-02-26,,"13,456","40,323",2026-01-01 14:55:41
2051,100162,2025-01-27,credit,"₹350,850",391173,2025-08-28 14:55:41
2052,100162,2025-05-11,debit,13538,377635,2025-12-22 14:55:41
2053,100162,2025-13-40,credit,9151,,2025-10-06 14:55:41
2054,100162,2025-12-16,,11092,386786,2025-09-23 14:55:41
2055,100162,2025-13-40,debit,19668,367118,2025-08-03 14:55:41
2056,100162,2025-05-14,credit,"₹9,184","376,302",2025-09-23 14:55:41
2057,100162,2025-12-01,debit,14325,361977,2025-10-06 14:55:41
2058,100162,2025-11-07,credit,N/A,381856,2025-09-13 14:55:41
2059,100162,2025-11-20,debit,4245,377611,2026-01-14 14:55:41
2060,100162,2025-12-19,debit,4442,"₹373,169",2025-12-13 14:55:41
2061,100162,2025-10-05,debit,N/A,"₹11,519",2025-10-07 14:55:41
2062,100162,2025-11-02,,"13,735",11519,2025-07-11 14:55:41
2063,100162,2025-12-18,debit,1668,9851,2025-12-26 14:55:41
2064,100163,2025-03-18,debit,6075,16046,2026-01-17 14:55:41
2065,100163,2025-09-26,,10322,"₹16,046",2026-01-03 14:55:41
2066,100163,2025-03-19,credit,11995,28041,2025-12-18 14:55:41
2067,100163,2025-07-11,debit,745,27296,2025-12-10 14:55:41
2068,100163,2026-01-01,credit,417,27713,2025-07-11 14:55:41
2069,100163,2025-02-26,debit,"2,661",25052,2025-11-22 14:55:41
2070,100163,2025-04-12,,15456,--,2026-01-06 14:55:41
2071,100163,2025-02-20,credit,"₹14,194",39246,2025-07-27 14:55:41
2072,100163,2025-09-23,credit,"16,657",55903,2025-10-30 14:55:41
2073,100164,2025-08-27,,14461,23531,2025-07-03 14:55:41
2074,100164,2025-06-28,credit,13864,37395,2025-07-10 14:55:41
2075,100164,11/09/2025,,5085,37395,2025-12-19 14:55:41
2076,100164,2025-08-28,,18455,37395,2025-10-16 14:55:41
2077,100164,2025-09-28,credit,--,54332,2025-10-12 14:55:41
2078,100164,2025-12-30,credit,17641,71973,2025-09-11 14:55:41
2079,100164,2025-12-08,credit,2022,73995,2025-10-10 14:55:41
2080,100164,2025-11-07,credit,3566,"₹77,561",2026-01-09 14:55:41
2081,100164,02/06/2025,,2893,77561,2025-10-10 14:55:41
2082,100164,2025-05-28,debit,4864,72697,2025-10-30 14:55:41
2083,100164,2025-04-16,credit,2465,75162,2025-10-17 14:55:41
2084,100164,2025-05-06,debit,--,,2026-01-11 14:55:41
2085,100164,2025-04-17,,10113,55936,2025-07-22 14:55:41
2086,100164,2025-10-11,,13744,"55,936",2025-09-08 14:55:41
2087,100164,2025-12-31,credit,3988,59924,2025-11-22 14:55:41
2088,100164,2025-09-10,debit,19315,"₹40,609",2025-11-20 14:55:41
2089,100164,2025-06-15,debit,,22166,2025-10-30 14:55:41
2090,100164,2025-13-40,credit,13187,35353,2025-09-22 14:55:41
2091,100165,2025-07-31,debit,13379,12852,2025-08-30 14:55:41
2092,100165,2025-03-04,credit,17854,30706,2025-09-02 14:55:41
2093,100165,2025-10-13,debit,14629,16077,2026-01-15 14:55:41
2094,100165,2025-07-05,,19409,16077,2025-10-07 14:55:41
2095,100165,2025-07-24,credit,9151,25228,2025-11-11 14:55:41
2096,100165,2025-06-25,,9280,25228,2025-09-29 14:55:41
2097,100165,2025-03-21,debit,6141,19087,2025-09-18 14:55:41
2098,100165,11/01/2025,debit,18520,567,2025-12-24 14:55:41
2099,100165,2025-07-31,,11277,567,2025-07-20 14:55:41
2100,100165,2025-05-14,credit,2600,3167,2025-10-05 14:55:41
2101,100165,2025-12-20,debit,--,0,2025-09-15 14:55:41
2102,100165,19/04/2025,debit,18517,0,2025-08-18 14:55:41
2103,100165,2025-06-28,credit,18399,0,2025-09-14 14:55:41
2104,100165,10/04/2025,credit,625,,2025-12-24 14:55:41
2105,100165,2025-04-26,,,0,2025-10-04 14:55:41
2106,100165,2025-09-14,,5321,,2025-07-16 14:55:41
2107,100165,2025-07-22,credit,12798,5248,2025-10-30 14:55:41
2108,100166,2025-09-05,credit,"17,577",41031,2025-07-31 14:55:41
2109,100166,2025-08-21,credit,1398,N/A,2025-12-02 14:55:41
2110,100166,2025-04-26,,5883,42429,2025-11-10 14:55:41
2111,100166,2025-11-15,debit,3593,38836,2025-11-28 14:55:41
2112,100166,2025-09-09,debit,433,38403,2025-09-20 14:55:41
2113,100166,2025-04-17,,,38403,2025-10-22 14:55:41
2114,100166,2025-10-11,,17764,"38,403",2025-09-05 14:55:41
2115,100167,2025-06-28,,12602,14137,2025-11-24 14:55:41
2116,100167,2025-04-11,debit,9172,4965,2025-09-13 14:55:41
2117,100167,2025-06-30,,13101,4965,2025-10-10 14:55:41
2118,100167,2025-05-14,,8886,4965,2025-11-17 14:55:41
2119,100167,2025-08-16,debit,10676,0,2025-09-26 14:55:41
2120,100167,2025-11-05,,382,0,2025-11-20 14:55:41
2121,100167,2025-05-14,debit,1084,0,2025-07-04 14:55:41
2122,100167,2025-09-27,credit,12474,5679,2025-11-30 14:55:41
2123,100167,2025-11-08,credit,8315,13994,2025-11-08 14:55:41
2124,100167,2025-01-16,debit,"7,455",6539,2025-07-17 14:55:41
2125,100167,2025-04-23,credit,8639,15178,2025-10-17 14:55:41
2126,100167,2025-10-01,debit,19252,0,2025-09-30 14:55:41
2127,100167,2025-07-22,debit,1423,0,2025-08-24 14:55:41
2128,100167,17/05/2025,credit,11199,5702,2025-12-31 14:55:41
2129,100167,2025-02-16,credit,6066,11768,2025-08-18 14:55:41
2130,100167,2025-07-21,debit,17165,0,2025-11-28 14:55:41
2131,100167,2025-01-13,debit,3057,0,2025-07-21 14:55:41
2132,100167,2025-09-29,,"7,093",0,2025-08-06 14:55:41
2133,100167,2025-07-30,credit,"6,285",0,2025-07-08 14:55:41
2134,100167,2025-09-05,credit,"₹17,952",N/A,2025-10-07 14:55:41
2135,100168,2025-02-27,credit,6347,44701,2025-07-29 14:55:41
2136,100168,2025-04-18,credit,,61226,2026-01-15 14:55:41
2137,100168,2025-13-40,credit,13453,74679,2025-09-13 14:55:41
2138,100168,2025-08-22,,6916,74679,2025-11-28 14:55:41
2139,100168,2025-04-28,debit,17158,57521,2025-11-06 14:55:41
2140,100168,2025-01-05,debit,8795,48726,2025-09-24 14:55:41
2141,100168,2025-09-18,credit,12978,"61,704",2025-09-07 14:55:41
2142,100168,2025-11-17,,8948,61704,2025-10-29 14:55:41
2143,100168,2025-13-40,credit,N/A,62688,2025-09-28 14:55:41
2144,100168,2025-13-40,credit,14071,76759,2025-08-04 14:55:41
2145,100168,2025-03-09,,19799,"76,759",2025-12-06 14:55:41
2146,100169,2025-07-01,debit,305,26879,2025-11-08 14:55:41
2147,100169,2025-02-01,credit,--,42247,2025-10-18 14:55:41
2148,100169,2025-10-14,debit,₹343,41904,2026-01-08 14:55:41
2149,100169,2025-12-22,debit,17146,24758,2026-01-09 14:55:41
2150,100169,2025-01-30,debit,9942,14816,2025-09-15 14:55:41
2151,100169,2025-04-16,,--,14816,2025-11-18 14:55:41
2152,100169,2025-02-24,debit,2973,N/A,2025-12-13 14:55:41
2153,100169,2025-05-22,credit,19430,N/A,2025-08-05 14:55:41
2154,100169,2025-08-04,,"17,434",31273,2025-09-08 14:55:41
2155,100169,2025-13-40,,10959,31273,2025-10-23 14:55:41
2156,100169,2025-12-30,debit,16993,14280,2026-01-10 14:55:41
2157,100169,2025-03-12,,8565,,2025-10-04 14:55:41
2158,100169,05/07/2025,debit,11744,2536,2025-09-09 14:55:41
2159,100169,2025-02-02,,4594,2536,2025-09-24 14:55:41
2160,100169,2025-09-11,debit,--,0,2025-09-08 14:55:41
2161,100169,2025-05-29,,19428,,2026-01-02 14:55:41
2162,100170,2025-11-05,debit,18137,6730,2025-07-17 14:55:41
2163,100170,2025-02-25,debit,14171,0,2025-12-18 14:55:41
2164,100170,2025-07-07,,"7,441",0,2025-08-11 14:55:41
2165,100170,2025-01-12,debit,--,--,2025-09-16 14:55:41
2166,100170,2025-04-13,credit,9474,0,2025-08-07 14:55:41
2167,100170,2025-01-30,debit,9470,0,2025-10-23 14:55:41
2168,100170,2025-07-07,debit,6338,0,2025-10-14 14:55:41
2169,100170,2025-12-04,debit,"13,786",0,2025-11-01 14:55:41
2170,100170,2025-10-26,credit,1182,0,2025-10-15 14:55:41
2171,100170,2025-12-16,debit,--,0,2025-11-21 14:55:41
2172,100170,2025-07-17,credit,8148,0,2025-09-07 14:55:41
2173,100170,08/10/2025,debit,"1,000",0,2025-12-28 14:55:41
2174,100170,2025-07-10,credit,5875,0,2025-07-28 14:55:41
2175,100170,2025-12-30,credit,18899,0,2025-11-18 14:55:41
2176,100170,2025-11-23,debit,17198,0,2025-09-04 14:55:41
2177,100171,2025-13-40,debit,15037,20024,2025-07-12 14:55:41
2178,100171,2025-05-01,debit,N/A,3031,2025-09-16 14:55:41
2179,100171,2025-08-01,debit,9205,N/A,2025-12-06 14:55:41
2180,100171,2025-11-04,debit,13519,0,2025-08-30 14:55:41
2181,100171,2025-06-05,debit,18762,0,2025-11-13 14:55:41
2182,100171,2025-11-10,credit,18846,0,2025-10-06 14:55:41
2183,100171,2025-03-16,credit,--,0,2025-08-28 14:55:41
2184,100171,2025-07-13,debit,19505,0,2025-12-17 14:55:41
2185,100171,2025-10-04,credit,4758,0,2025-08-05 14:55:41
2186,100171,2025-07-17,,16277,0,2025-08-28 14:55:41
2187,100171,2025-01-29,debit,2307,0,2025-10-26 14:55:41
2188,100171,2025-05-07,credit,8899,0,2025-07-29 14:55:41
2189,100171,2025-12-07,debit,12384,0,2025-10-19 14:55:41
2190,100171,2025-03-10,debit,15895,0,2025-10-03 14:55:41
2191,100171,2025-03-27,debit,"₹1,393",0,2025-11-14 14:55:41
2192,100171,2025-02-02,debit,5145,0,2025-10-15 14:55:41
2193,100171,2025-05-09,debit,"2,913",0,2026-01-12 14:55:41
2194,100171,2025-07-30,debit,3518,0,2025-08-10 14:55:41
2195,100171,2025-04-08,credit,6288,0,2025-11-26 14:55:41
2196,100172,2025-10-31,,"₹1,760","45,015",2025-07-11 14:55:41
2197,100172,2025-11-13,credit,16291,"61,306",2025-09-22 14:55:41
2198,100172,2025-13-40,debit,19217,"42,089",2025-09-18 14:55:41
2199,100172,2025-13-40,debit,"₹14,264",27825,2025-11-29 14:55:41
2200,100172,2025-13-40,,16059,"₹27,825",2025-12-29 14:55:41
2201,100172,2025-03-21,credit,3763,31588,2025-09-22 14:55:41
2202,100172,2025-08-18,credit,5278,36866,2025-12-26 14:55:41
2203,100172,2025-08-07,debit,"11,714",25152,2025-10-18 14:55:41
2204,100172,2025-01-13,debit,4969,20183,2026-01-04 14:55:41
2205,100172,2025-07-28,,"₹15,701",,2025-10-18 14:55:41
2206,100172,2025-12-18,debit,,1966,2025-12-30 14:55:41
2207,100172,2025-02-13,,17322,1966,2025-11-17 14:55:41
2208,100172,2025-04-08,,,1966,2025-11-06 14:55:41
2209,100172,2025-12-26,debit,2883,0,2025-11-03 14:55:41
2210,100172,2025-02-26,,"₹17,501",0,2025-09-04 14:55:41
2211,100172,2025-11-19,,11043,0,2025-07-03 14:55:41
2212,100172,2025-02-04,debit,"10,187",0,2025-11-06 14:55:41
2213,100172,2025-07-07,,8320,0,2025-07-04 14:55:41
2214,100172,2025-06-05,credit,"15,452",4348,2025-10-06 14:55:41
2215,100172,2025-05-16,credit,"14,973","19,321",2025-07-10 14:55:41
2216,100173,2025-04-06,debit,5758,2537,2025-08-10 14:55:41
2217,100173,2025-08-30,credit,14915,17452,2025-08-16 14:55:41
2218,100173,2025-01-20,debit,3293,14159,2025-07-06 14:55:41
2219,100173,2025-01-31,,11575,14159,2025-08-30 14:55:41
2220,100173,2025-12-01,credit,16194,,2025-08-16 14:55:41
2221,100173,2025-05-13,,10029,30353,2025-10-19 14:55:41
2222,100174,2025-04-15,debit,15505,22911,2025-08-23 14:55:41
2223,100174,2025-04-04,credit,15567,38478,2025-09-24 14:55:41
2224,100174,2025-12-06,credit,"₹13,656",52134,2025-07-12 14:55:41
2225,100174,2025-02-04,credit,,"₹70,720",2025-11-22 14:55:41
2226,100174,2025-13-40,,,70720,2026-01-05 14:55:41
2227,100174,2025-04-12,credit,16570,87290,2025-07-30 14:55:41
2228,100174,2025-09-27,debit,15435,"71,855",2025-09-21 14:55:41
2229,100174,2025-07-18,,"₹4,441",71855,2025-07-13 14:55:41
2230,100174,2025-07-26,debit,14421,57434,2025-10-10 14:55:41
2231,100174,2025-10-17,,3872,57434,2025-12-18 14:55:41
2232,100174,2025-07-09,debit,8069,49365,2025-11-06 14:55:41
2233,100174,2025-12-11,,"5,924",49365,2025-07-17 14:55:41
2234,100174,2025-11-25,debit,"₹6,397","₹42,968",2025-11-11 14:55:41
2235,100174,2025-05-26,debit,14982,27986,2025-10-24 14:55:41
2236,100174,2025-06-08,credit,17797,45783,2025-10-20 14:55:41
2237,100175,2025-11-11,credit,2217,8476,2025-09-14 14:55:41
2238,100175,16/02/2025,,13970,8476,2025-08-10 14:55:41
2239,100175,2025-10-13,debit,18445,₹0,2025-07-16 14:55:41
2240,100175,2025-07-12,credit,7914,--,2025-07-29 14:55:41
2241,100175,2025-10-10,debit,"₹8,509",--,2025-07-31 14:55:41
2242,100175,30/05/2025,,12271,0,2025-11-22 14:55:41
2243,100176,2025-08-10,debit,464,34004,2025-10-14 14:55:41
2244,100176,27/11/2025,,2017,34004,2025-08-26 14:55:41
2245,100176,2025-06-04,credit,2630,36634,2025-11-15 14:55:41
2246,100176,2025-12-24,credit,2451,39085,2025-09-22 14:55:41
2247,100176,2025-11-14,debit,17094,21991,2025-08-06 14:55:41
2248,100176,2025-08-03,credit,8607,30598,2025-09-22 14:55:41
2249,100176,2025-09-25,,10535,30598,2025-08-06 14:55:41
2250,100176,2025-05-18,credit,"2,180",32778,2025-08-19 14:55:41
2251,100176,2025-11-16,credit,11629,44407,2025-09-05 14:55:41
2252,100176,2025-09-17,,13820,44407,2025-08-10 14:55:41
2253,100176,2025-07-10,debit,10717,33690,2025-10-26 14:55:41
2254,100176,2025-01-21,credit,10016,43706,2025-11-05 14:55:41
2255,100176,2025-13-40,credit,12794,56500,2025-12-07 14:55:41
2256,100176,2025-04-03,credit,7753,64253,2025-08-01 14:55:41
2257,100176,2025-05-27,credit,"16,262",80515,2025-10-11 14:55:41
2258,100176,2025-02-02,,11358,80515,2026-01-05 14:55:41
2259,100176,2025-05-09,,"17,419",80515,2025-10-09 14:55:41
2260,100176,2025-03-11,credit,8711,"89,226",2025-11-04 14:55:41
2261,100176,2025-09-08,debit,13286,75940,2025-12-27 14:55:41
2262,100177,2025-03-05,credit,7354,26036,2025-10-22 14:55:41
2263,100177,03/11/2025,credit,10972,37008,2025-08-14 14:55:41
2264,100177,2025-07-12,,15713,--,2025-08-19 14:55:41
2265,100177,2025-02-14,,"₹4,005",37008,2025-11-09 14:55:41
2266,100177,2025-05-30,credit,"237,850",274858,2025-10-08 14:55:41
2267,100177,2025-10-26,credit,19221,--,2025-12-07 14:55:41
2268,100177,2025-01-17,credit,"14,952",309031,2025-07-22 14:55:41
2269,100177,2025-11-14,,17026,309031,2025-09-01 14:55:41
2270,100177,2025-04-07,,4283,309031,2025-12-22 14:55:41
2271,100177,2025-06-10,debit,19097,289934,2025-08-27 14:55:41
2272,100177,2025-02-19,credit,6448,"₹296,382",2025-09-03 14:55:41
2273,100177,2025-05-02,debit,6197,290185,2025-07-16 14:55:41
2274,100177,2025-05-10,debit,5906,284279,2026-01-15 14:55:41
2275,100177,2025-13-40,credit,8494,"292,773",2025-10-11 14:55:41
2276,100177,2025-03-11,,6684,292773,2025-08-07 14:55:41
2277,100178,23/07/2025,debit,10108,37313,2025-12-14 14:55:41
2278,100178,2025-13-40,,11276,"37,313",2025-07-23 14:55:41
